age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-21T21:50:00+00:00,False,,Black,Person search,,Stolen goods,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-23T20:40:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.511627,-0.127696,2344194,Leicester Square (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-24T21:40:00+00:00,False,,Black,Person search,,Stolen goods,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-24T18:15:00+00:00,False,,Other,Person search,,Controlled drugs,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-26T10:47:00+00:00,False,,White,Person search,,Stolen goods,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T15:16:00+00:00,False,,Black,Person search,,Controlled drugs,51.504037,-0.109375,2345399,Waterloo (East) (Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T15:31:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T15:52:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T15:53:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T16:03:00+00:00,False,,White,Person search,,Offensive weapons,51.504037,-0.109375,2345399,Waterloo (East) (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T16:18:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-26T16:32:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-community-resolution,Community resolution
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T16:40:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-26T17:13:00+00:00,False,,White,Person search,,Stolen goods,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-26T17:34:00+00:00,False,,White,Person search,,Controlled drugs,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-community-resolution,Community resolution
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T17:37:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,Summons / charged by post,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-26T18:35:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-summons,Summons / charged by post
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),True,2024-02-26T18:30:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T19:25:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T19:26:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T19:25:00+00:00,False,,Black,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T19:35:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T20:35:00+00:00,False,,Black,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T23:10:00+00:00,False,,White,Person search,,Controlled drugs,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-26T15:53:00+00:00,False,,Other,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-community-resolution,Community resolution
18-24,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),True,2024-02-26T17:27:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T21:11:00+00:00,False,,Other,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T16:24:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-26T16:15:00+00:00,False,,White,Person search,,Stolen goods,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Asian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T17:10:00+00:00,False,,Other,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),False,2024-02-28T18:57:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-02-03T09:24:30+00:00,False,,White,Person and Vehicle search,,Stolen goods,51.519905,-0.102477,1682577,On or near Greenhill Rents,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-02-04T18:42:56+00:00,False,,White,Person and Vehicle search,,Article for use in theft,51.519080,-0.103679,1682337,On or near Charterhouse Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-02-05T15:02:25+00:00,False,,Black,Person search,,Stolen goods,51.513882,-0.095924,1490833,On or near Shopping Area,bu-arrest,Arrest
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-05T18:53:15+00:00,False,,Black,Person search,,Offensive weapons,51.514770,-0.101292,1490779,On or near Amen Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-08T23:03:30+00:00,False,,Other,Person and Vehicle search,,Controlled drugs,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-08T23:03:30+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-12T15:09:30+00:00,False,,Black,Person search,,Offensive weapons,51.520092,-0.107370,1681726,On or near Kirby Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-14T03:14:05+00:00,False,,White,Person search,,Stolen goods,51.517916,-0.110690,1490735,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-02-14T21:04:42+00:00,False,,White,Person search,,Article for use in theft,51.514202,-0.108450,1490748,On or near Fleet Street,bu-arrest,Arrest
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-18T20:36:14+00:00,False,,White,Person search,,Article for use in theft,51.515534,-0.107443,1490758,On or near Printer Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Pakistani,Female,Misuse of Drugs Act 1971 (section 23),False,2024-02-22T20:39:23+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.510559,-0.095054,1490836,On or near Queenhithe,bu-no-further-action,A no further action disposal
25-34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-25T01:10:53+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.512033,-0.104980,1490764,On or near Kingscote Street,bu-arrest,Arrest
18-24,Arrest,True,,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-02-25T11:29:31+00:00,False,,,Person search,,Stolen goods,51.514448,-0.100888,1490793,On or near Amen Corner,bu-arrest,Arrest
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-25T20:44:27+00:00,False,,Black,Person search,,Stolen goods,51.515297,-0.108909,1490745,On or near West Harding Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-25T22:35:37+00:00,False,,Black,Person search,,Stolen goods,51.517846,-0.109164,1490741,On or near Holborn,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-26T00:47:23+00:00,False,,Asian,Person search,,Article for use in theft,51.517846,-0.109164,1490741,On or near Holborn,bu-no-further-action,A no further action disposal
25-34,Khat or Cannabis warning,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-02-29T22:22:31+00:00,False,,Black,Person search,,Controlled drugs,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-khat-or-cannabis-warning,Khat or Cannabis warning
18-24,Khat or Cannabis warning,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),True,2024-02-29T23:50:10+00:00,False,,Other,Person search,,Controlled drugs,51.510836,-0.097176,1490804,On or near Trig Lane,bu-khat-or-cannabis-warning,Khat or Cannabis warning
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-01T13:02:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.509044,-0.123247,1679072,On or near John Adam Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-02T22:52:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.511612,-0.135435,1677292,On or near Brewer Street,bu-community-resolution,Community resolution
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-29T14:25:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.508964,-0.122761,1679195,On or near Lower Robert Street,bu-no-further-action,A no further action disposal
,Arrest,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-18T02:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.507394,-0.128042,1678399,On or near Charing Cross,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-18T02:04:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.502810,-0.132696,1677669,On or near Park/Open Space,bu-arrest,Arrest
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-21T14:22:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-01T01:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-29T23:28:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.511417,-0.127539,1678551,On or near Theatre/Concert Hall,bu-arrest,Arrest
over 34,Arrest,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-26T21:50:00+00:00,False,False,Asian,Person and Vehicle search,,Stolen goods,51.511312,-0.136326,1677127,On or near Lower James Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-29T19:46:00+00:00,False,False,,Person and Vehicle search,,Offensive weapons,51.518514,-0.105965,1681960,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-03T23:59:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-15T17:00:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.509158,-0.134930,1677370,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,Penalty Notice for Disorder,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-08T18:45:00+00:00,True,False,Black,Person and Vehicle search,,Controlled drugs,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-penalty-notice,Penalty Notice for Disorder
25-34,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,Female,Misuse of Drugs Act 1971 (section 23),False,2024-02-01T19:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.502823,-0.119257,1679478,On or near Theme/Adventure Park,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-15T19:52:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.523227,-0.110469,1681048,On or near Warner Street,bu-community-resolution,Community resolution
18-24,Arrest,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-18T02:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.507394,-0.128042,1678399,On or near Charing Cross,bu-arrest,Arrest
18-24,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T21:50:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.511312,-0.136326,1677127,On or near Lower James Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-22T22:43:00+00:00,False,False,Other,Person and Vehicle search,,Offensive weapons,51.510373,-0.120887,1679248,On or near Savoy Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-23T03:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.513970,-0.134387,1677442,On or near Wardour Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-29T19:45:00+00:00,False,False,,Person and Vehicle search,,Controlled drugs,51.522307,-0.110853,1680992,On or near Vine Hill,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-29T13:27:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.508653,-0.122975,1679156,On or near York Buildings,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-28T03:17:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.514971,-0.133438,1677609,On or near Carlisle Street,bu-arrest,Arrest
18-24,Arrest,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-18T02:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.507394,-0.128042,1678399,On or near Charing Cross,bu-arrest,Arrest
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-11T01:10:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.514971,-0.133438,1677609,On or near Carlisle Street,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-22T14:04:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T11:43:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.499071,-0.117649,1679949,On or near Hospital,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-15T17:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-29T23:30:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.511584,-0.128000,1678433,On or near Leicester Square,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-11T02:21:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.514246,-0.131436,1677792,On or near Nightclub,bu-no-further-action,A no further action disposal
,Arrest,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-18T08:41:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.509396,-0.130626,1678091,On or near Orange Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-01T00:16:00+00:00,False,False,Other,Person and Vehicle search,,Stolen goods,51.513970,-0.134387,1677442,On or near Wardour Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-12T12:20:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.507096,-0.122909,1678963,On or near Embankment Place,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-01T01:55:00+00:00,True,False,Black,Person and Vehicle search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T00:59:00+00:00,True,False,Black,Person and Vehicle search,,Controlled drugs,51.511312,-0.136326,1677127,On or near Lower James Street,bu-no-further-action,A no further action disposal
