age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-22T22:45:00+00:00,False,False,Other,Person search,,Offensive weapons,51.510345,-0.122502,1679211,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,Arrest,True,,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-20T14:05:00+00:00,False,False,White,Person search,,Stolen goods,51.510373,-0.120887,1679248,On or near Savoy Court,bu-arrest,Arrest
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T23:05:00+00:00,True,False,Black,Person search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-01T12:31:00+00:00,False,False,White,Person search,,Controlled drugs,51.508653,-0.122975,1679156,On or near York Buildings,bu-community-resolution,Community resolution
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-14T16:40:00+00:00,False,False,Other,Person search,,Controlled drugs,51.499302,-0.133790,1677299,On or near St James'S Park,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-23T03:25:00+00:00,False,False,Black,Person search,,Stolen goods,51.513970,-0.134387,1677442,On or near Wardour Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-09T17:59:00+00:00,False,False,White,Person search,,Controlled drugs,51.509947,-0.131367,1677944,On or near Sports/Recreation Area,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-25T00:30:00+00:00,False,False,Other,Person search,,Stolen goods,51.512789,-0.135372,1677293,On or near Ingestre Place,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-11T02:05:00+00:00,False,False,Other,Person search,,Controlled drugs,51.514141,-0.132694,1677770,On or near Royalty Mews,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-05T20:20:00+00:00,False,False,Black,Person search,,Offensive weapons,51.519357,-0.101361,1490781,On or near Grand Avenue,bu-no-further-action,A no further action disposal
10-17,Summons / charged by post,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-08T16:45:00+00:00,False,False,Black,Person search,,Stolen goods,51.501715,-0.105392,1682099,On or near Conference/Exhibition Centre,bu-summons,Summons / charged by post
,A no further action disposal,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-17T19:58:00+00:00,False,False,White,Person search,,Articles for use in criminal damage,51.499488,-0.118410,1679222,On or near Hospital,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-21T03:15:00+00:00,False,False,Black,Person search,,Stolen goods,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-29T23:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.515598,-0.127633,1678536,On or near St Giles High Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-29T22:55:00+00:00,True,False,Other,Person search,,Stolen goods,51.513090,-0.135043,1677384,On or near Hopkins Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-09T14:29:00+00:00,False,False,Black,Person search,,Stolen goods,51.498772,-0.104666,1682212,On or near A3202,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-21T09:55:00+00:00,False,False,White,Person search,,Controlled drugs,51.507096,-0.122909,1678963,On or near Embankment Place,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-22T03:55:00+00:00,False,False,Black,Person search,,Stolen goods,51.513970,-0.134387,1677442,On or near Wardour Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-11T03:10:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513970,-0.134387,1677442,On or near Wardour Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-22T21:30:00+00:00,False,False,White,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-03T00:17:00+00:00,False,False,Other,Person search,,Controlled drugs,51.509064,-0.130120,1678150,On or near Parking Area,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-06T15:25:00+00:00,False,False,White,Person search,,Controlled drugs,51.508087,-0.124122,1678961,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,Arrest,True,,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-04T18:52:00+00:00,False,False,White,Person search,,Stolen goods,51.512495,-0.138915,1676635,On or near Nightclub,bu-arrest,Arrest
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-14T14:47:00+00:00,False,False,Black,Person search,,Evidence of offences under the Act,51.513052,-0.132681,1677758,On or near Bourchier Street,bu-arrest,Arrest
18-24,Penalty Notice for Disorder,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-22T23:10:00+00:00,False,False,Black,Person search,,Controlled drugs,51.509458,-0.132280,1677786,On or near Nightclub,bu-penalty-notice,Penalty Notice for Disorder
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-02T02:35:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512482,-0.134160,1677437,On or near Nightclub,bu-arrest,Arrest
25-34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T16:41:00+00:00,False,False,White,Person search,,Controlled drugs,51.505144,-0.109416,1681369,On or near Theed Street,bu-community-resolution,Community resolution
10-17,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-23T02:40:00+00:00,False,False,Black,Person search,,Stolen goods,51.507832,-0.123383,1679120,On or near Villiers Street,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-05T12:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.508653,-0.122975,1679156,On or near York Buildings,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-10T01:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511760,-0.131163,1678022,On or near Gerrard Street,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-13T22:20:00+00:00,False,False,Black,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-arrest,Arrest
18-24,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-17T00:20:00+00:00,False,False,White,Person search,,Controlled drugs,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-12T17:30:00+00:00,False,False,White,Person search,,Stolen goods,51.507096,-0.122909,1678963,On or near Embankment Place,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-09T21:38:00+00:00,False,False,White,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-17T17:45:00+00:00,False,False,White,Person search,,Stolen goods,51.511760,-0.131163,1678022,On or near Gerrard Street,bu-arrest,Arrest
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-19T00:40:00+00:00,False,False,White,Person search,,Controlled drugs,51.513970,-0.134387,1677442,On or near Wardour Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-10T00:22:00+00:00,False,False,Other,Person search,,Stolen goods,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-23T02:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-04T01:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-05T22:53:00+00:00,False,False,White,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-10T00:40:00+00:00,False,False,White,Person search,,Controlled drugs,51.513205,-0.124229,1678985,On or near Long Acre,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-17T22:54:00+00:00,False,False,Other,Person search,,Stolen goods,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-22T23:30:00+00:00,False,False,Asian,Person search,,Stolen goods,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-16T03:00:00+00:00,False,False,Asian,Person search,,Evidence of offences under the Act,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,Arrest,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-13T22:15:00+00:00,False,False,White,Person search,,Evidence of offences under the Act,51.510729,-0.135283,1677342,On or near Denman Street,bu-arrest,Arrest
over 34,Community resolution,True,White - Irish,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T17:41:00+00:00,False,False,White,Person search,,Controlled drugs,51.502663,-0.113423,1680404,On or near London Waterloo,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-11T02:00:00+00:00,False,False,White,Person search,,Stolen goods,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-13T00:08:00+00:00,False,False,White,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T02:38:00+00:00,False,False,Black,Person search,,Controlled drugs,51.509514,-0.131269,1677949,On or near Parking Area,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-14T04:22:00+00:00,False,False,Black,Person search,,Stolen goods,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-arrest,Arrest
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-06T13:36:00+00:00,False,False,Black,Person search,,Controlled drugs,51.500811,-0.103371,1682427,On or near Webber Street,bu-no-further-action,A no further action disposal
18-24,Summons / charged by post,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-22T01:51:00+00:00,True,False,Black,Person search,,Controlled drugs,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-summons,Summons / charged by post
18-24,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-02T00:11:00+00:00,True,False,White,Person search,,Stolen goods,51.513804,-0.130733,1678045,On or near Greek Street,bu-arrest,Arrest
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-01T21:35:00+00:00,False,False,Other,Person search,,Stolen goods,51.513470,-0.136339,1677129,On or near Broadwick Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-29T15:49:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513361,-0.128330,1678384,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-22T21:30:00+00:00,False,False,White,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-15T18:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.513970,-0.134387,1677442,On or near Wardour Street,bu-arrest,Arrest
18-24,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-26T15:46:00+00:00,False,False,White,Person search,,Controlled drugs,51.502663,-0.113423,1680404,On or near London Waterloo,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-10T03:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-09T03:10:00+00:00,False,False,White,Person search,,Controlled drugs,51.513970,-0.134387,1677442,On or near Wardour Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-09T14:30:00+00:00,False,False,Black,Person search,,Controlled drugs,51.498772,-0.104666,1682212,On or near A3202,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-04T01:20:00+00:00,False,False,Black,Person search,,Stolen goods,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-16T00:18:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512106,-0.133100,1677680,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-03T23:15:00+00:00,False,False,White,Person search,,Stolen goods,51.500978,-0.125524,1678704,On or near Bridge Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-11T02:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-01T18:05:00+00:00,False,False,White,Person search,,Stolen goods,51.519352,-0.120027,1679476,On or near Drake Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-25T18:27:00+00:00,False,False,White,Person search,,Offensive weapons,51.509947,-0.131367,1677944,On or near Sports/Recreation Area,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-23T22:18:00+00:00,False,False,Black,Person search,,Controlled drugs,51.499692,-0.114266,1680405,On or near Westminster Bridge Road,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-14T16:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.500811,-0.103371,1682427,On or near Webber Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-02T15:55:00+00:00,False,False,Other,Person search,,Controlled drugs,51.499488,-0.118410,1679222,On or near Hospital,bu-community-resolution,Community resolution
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-11T04:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.509759,-0.128782,1678367,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,Arrest,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-17T03:50:00+00:00,False,False,Asian,Person search,,Offensive weapons,51.513205,-0.124229,1678985,On or near Long Acre,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-27T16:00:00+00:00,False,False,Other,Person search,,Stolen goods,51.511137,-0.125914,1678783,On or near New Row,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-19T01:06:00+00:00,True,False,Black,Person search,,Stolen goods,51.514971,-0.133438,1677609,On or near Carlisle Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-27T16:49:00+00:00,False,False,Black,Person search,,Controlled drugs,51.505144,-0.109416,1681369,On or near Theed Street,bu-community-resolution,Community resolution
10-17,Penalty Notice for Disorder,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-15T17:50:00+00:00,True,False,Asian,Person search,,Offensive weapons,51.517287,-0.130403,1678024,On or near Parking Area,bu-penalty-notice,Penalty Notice for Disorder
18-24,Arrest,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-11T00:04:00+00:00,False,False,Black,Person search,,Stolen goods,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-arrest,Arrest
over 34,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-11T15:55:00+00:00,False,False,White,Person search,,Stolen goods,51.513361,-0.128330,1678384,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-04T00:01:00+00:00,False,False,White,Person search,,Stolen goods,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-06T08:15:00+00:00,False,False,White,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-19T14:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.509044,-0.123247,1679072,On or near John Adam Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-29T13:48:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.508964,-0.122761,1679195,On or near Lower Robert Street,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-10T23:10:00+00:00,False,False,White,Person search,,Controlled drugs,51.514971,-0.133438,1677609,On or near Carlisle Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-23T12:00:00+00:00,False,False,White,Person search,,Offensive weapons,51.509909,-0.126298,1678560,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-09T21:12:00+00:00,False,False,Black,Person search,,Stolen goods,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-02T12:40:00+00:00,False,False,Other,Person search,,Controlled drugs,51.511783,-0.129778,1678199,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-16T23:34:00+00:00,False,False,White,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-arrest,Arrest
18-24,Community resolution,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-23T05:00:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.509947,-0.131367,1677944,On or near Sports/Recreation Area,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-11T01:18:00+00:00,False,False,Black,Person search,,Stolen goods,51.513970,-0.134387,1677442,On or near Wardour Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-05T12:00:00+00:00,False,False,White,Person search,,Stolen goods,51.499401,-0.129234,1678232,On or near The Sanctuary,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-25T20:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.514010,-0.124528,1678889,On or near Parking Area,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-23T02:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.507832,-0.123383,1679120,On or near Villiers Street,bu-arrest,Arrest
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-29T14:00:00+00:00,False,False,White,Person search,,Stolen goods,51.514247,-0.139406,1676736,On or near Great Marlborough Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-02-10T23:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514537,-0.128196,1678431,On or near St Giles Passage,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-04T00:01:00+00:00,False,False,Other,Person search,,Stolen goods,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-18T18:47:00+00:00,False,False,White,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-15T20:00:00+00:00,False,False,White,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-09T21:39:00+00:00,False,False,White,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-07T13:32:00+00:00,False,False,White,Person search,,Stolen goods,51.511630,-0.121916,1679286,On or near Shopping Area,bu-arrest,Arrest
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-23T05:00:00+00:00,False,False,Other,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-community-resolution,Community resolution
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-03T22:25:00+00:00,False,False,,Person search,,Controlled drugs,51.511760,-0.131163,1678022,On or near Gerrard Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-15T15:25:00+00:00,False,False,White,Person search,,Stolen goods,51.500950,-0.112543,1680797,On or near Lower Marsh,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-02-12T12:30:00+00:00,False,False,White,Person search,,Stolen goods,51.507096,-0.122909,1678963,On or near Embankment Place,bu-arrest,Arrest
25-34,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-02-11T15:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-community-resolution,Community resolution
