age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
18-24,Caution (simple or conditional),True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-21T03:45:00+00:00,False,False,Asian,Person search,,Stolen goods,51.506985,-0.124975,1678839,On or near Northumberland Avenue,bu-caution,Caution (simple or conditional)
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-02T22:37:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513406,-0.131715,1677781,On or near Nightclub,bu-arrest,Arrest
10-17,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-27T13:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.499819,-0.102648,1682477,On or near Lancaster Street,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-17T23:29:00+00:00,False,False,White,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-09T10:52:00+00:00,False,False,Asian,Person search,,Stolen goods,51.517265,-0.125071,1678861,On or near Museum Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-15T21:33:00+00:00,False,False,White,Person search,,Controlled drugs,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-02T00:20:00+00:00,False,False,Black,Person search,,Stolen goods,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-15T02:25:00+00:00,False,False,Black,Person search,,Stolen goods,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-15T21:32:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-04T14:05:00+00:00,False,False,Other,Person search,,Controlled drugs,51.508964,-0.122761,1679195,On or near Lower Robert Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-06-25T12:42:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514307,-0.119485,1679686,On or near Kemble Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-06-11T11:50:00+00:00,False,False,White,Person search,,Controlled drugs,51.514445,-0.125259,1678875,On or near Nottingham Court,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-25T00:15:00+00:00,False,False,Black,Person search,,Stolen goods,51.510491,-0.126574,1678659,On or near Parking Area,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-15T22:54:00+00:00,False,False,White,Person search,,Stolen goods,51.513804,-0.130733,1678045,On or near Greek Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-29T09:00:00+00:00,False,False,White,Person search,,Articles for use in criminal damage,51.502823,-0.119257,1679478,On or near Theme/Adventure Park,bu-arrest,Arrest
over 34,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-06T12:17:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-arrest,Arrest
10-17,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-13T21:38:00+00:00,False,False,Other,Person search,,Controlled drugs,51.499749,-0.101643,1682744,On or near King James Street,bu-arrest,Arrest
10-17,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-09T14:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.502340,-0.103379,1682123,On or near Surrey Row,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-04T01:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
,Arrest,False,,Other,Misuse of Drugs Act 1971 (section 23),False,2024-06-16T00:30:00+00:00,False,False,,Vehicle search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-13T01:34:00+00:00,False,False,Black,Person search,,Stolen goods,51.512114,-0.134189,1677514,On or near Shopping Area,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-29T15:14:00+00:00,False,False,Black,Person search,,Stolen goods,51.507415,-0.105835,1681921,On or near Supermarket,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-25T12:55:00+00:00,False,False,Black,Person search,,Controlled drugs,51.515460,-0.119611,1679674,On or near Wild Court,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-06T00:40:00+00:00,False,False,Black,Person search,,Stolen goods,51.512106,-0.133100,1677680,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-14T02:30:00+00:00,False,False,Asian,Person search,,Stolen goods,51.509458,-0.132280,1677786,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-02T03:30:00+00:00,False,False,,Person search,,Offensive weapons,51.514012,-0.131078,1677997,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-06T14:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.514445,-0.125259,1678875,On or near Nottingham Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-06T18:15:00+00:00,False,False,White,Person search,,Stolen goods,51.515070,-0.138003,1676927,On or near Shopping Area,bu-no-further-action,A no further action disposal
10-17,Community resolution,True,White - Any other White background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-06-08T13:45:00+00:00,False,False,White,Person search,,Controlled drugs,51.516568,-0.121381,1679291,On or near Newton Street,bu-community-resolution,Community resolution
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-22T11:00:00+00:00,False,False,White,Person search,,Stolen goods,51.509786,-0.124658,1678937,On or near Police Station,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-06-14T01:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511790,-0.132459,1677744,On or near A401,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-02T23:45:00+00:00,False,False,Black,Person search,,Stolen goods,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,Caution (simple or conditional),True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-13T02:35:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511783,-0.129778,1678199,On or near Nightclub,bu-caution,Caution (simple or conditional)
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-28T10:45:00+00:00,False,False,White,Person search,,Controlled drugs,51.510389,-0.124157,1679043,On or near Bedford Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-16T04:21:00+00:00,False,False,Asian,Person search,,Stolen goods,51.514361,-0.136908,1677094,On or near Poland Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-11T18:46:00+00:00,False,False,White,Person search,,Stolen goods,51.512379,-0.129379,1678274,On or near Parking Area,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-30T22:45:00+00:00,False,False,Other,Person search,,Stolen goods,51.511534,-0.130495,1678076,On or near Lisle Street,bu-community-resolution,Community resolution
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-08T18:52:00+00:00,False,False,White,Person search,,Stolen goods,51.507938,-0.128898,1678191,On or near Trafalgar Square,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-08T11:46:00+00:00,False,False,White,Person search,,Stolen goods,51.500978,-0.125524,1678704,On or near Bridge Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-08T21:25:00+00:00,False,False,Asian,Person search,,Stolen goods,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-13T22:07:00+00:00,False,False,White,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-22T02:00:00+00:00,False,False,White,Person search,,Evidence of offences under the Act,51.510042,-0.120439,1679444,On or near Savoy Way,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-29T23:01:00+00:00,False,False,Other,Person search,,Stolen goods,51.510942,-0.131196,1677925,On or near Leicester Street,bu-arrest,Arrest
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-06T01:27:00+00:00,True,False,White,Person search,,Stolen goods,51.512247,-0.130120,1678100,On or near Gerrard Place,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-04T14:09:00+00:00,False,False,Black,Person search,,Stolen goods,51.500978,-0.125524,1678704,On or near Bridge Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-14T01:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-07T21:31:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510272,-0.129192,1678129,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-03T21:08:00+00:00,False,False,Black,Person search,,Controlled drugs,51.509886,-0.128646,1678385,On or near Irving Street,bu-community-resolution,Community resolution
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-13T23:35:00+00:00,False,False,Other,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-arrest,Arrest
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-04T00:45:00+00:00,False,False,Black,Person search,,Offensive weapons,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-25T01:29:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511790,-0.131925,1677815,On or near Dansey Place,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-21T10:43:00+00:00,False,False,White,Person search,,Stolen goods,51.500978,-0.125524,1678704,On or near Bridge Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-14T15:35:00+00:00,False,False,Black,Person search,,Controlled drugs,51.519697,-0.134917,1677336,On or near A5204,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-11T02:08:00+00:00,False,False,Other,Person search,,Stolen goods,51.510389,-0.124157,1679043,On or near Bedford Street,bu-arrest,Arrest
25-34,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-14T08:27:00+00:00,False,False,White,Person search,,Stolen goods,51.499401,-0.129234,1678232,On or near The Sanctuary,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-08T00:25:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-05T00:23:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.509786,-0.124658,1678937,On or near Police Station,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-14T01:07:00+00:00,False,False,Black,Person search,,Stolen goods,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-09T02:42:00+00:00,False,False,Black,Person search,,Stolen goods,51.512136,-0.134995,1677368,On or near Parking Area,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-16T02:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.513804,-0.130733,1678045,On or near Greek Street,bu-arrest,Arrest
25-34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-06T01:00:00+00:00,False,False,White,Person search,,Controlled drugs,51.512136,-0.134995,1677368,On or near Parking Area,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Other,Misuse of Drugs Act 1971 (section 23),False,2024-06-05T18:50:00+00:00,False,False,White,Person search,,Controlled drugs,51.513052,-0.132681,1677758,On or near Bourchier Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-07T23:27:00+00:00,False,False,Black,Person search,,Stolen goods,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-17T23:42:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.510942,-0.131196,1677925,On or near Leicester Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-12T02:46:00+00:00,False,False,White,Person search,,Stolen goods,51.511502,-0.134157,1677466,On or near Archer Street,bu-arrest,Arrest
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-26T11:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.503218,-0.103170,1682415,On or near Nelson Square,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-16T00:15:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-29T19:36:00+00:00,False,False,Black,Person search,,Stolen goods,51.504824,-0.115222,1680380,On or near Concert Hall Approach,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-29T16:00:00+00:00,False,False,Black,Person search,,Offensive weapons,51.503423,-0.102293,1682589,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-27T23:50:00+00:00,False,False,White,Person search,,Stolen goods,51.509786,-0.124658,1678937,On or near Police Station,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-21T01:55:00+00:00,False,False,Black,Person search,,Stolen goods,51.511997,-0.131355,1677958,On or near Macclesfield Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-16T22:17:00+00:00,False,False,Black,Person search,,Stolen goods,51.511790,-0.131925,1677815,On or near Dansey Place,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-02T03:05:00+00:00,False,False,Other,Person search,,Stolen goods,51.514279,-0.131247,1678009,On or near Nightclub,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-07T10:57:00+00:00,False,False,White,Person search,,Stolen goods,51.502810,-0.132696,1677669,On or near Park/Open Space,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-26T14:26:00+00:00,False,False,Black,Person search,,Controlled drugs,51.499490,-0.103469,1682213,On or near Library Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-07T21:30:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.509759,-0.128782,1678367,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-30T12:49:00+00:00,False,False,Black,Person search,,Stolen goods,51.503218,-0.103170,1682415,On or near Nelson Square,bu-arrest,Arrest
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-05T22:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-27T15:00:00+00:00,False,False,Other,Person search,,Stolen goods,51.505735,-0.098671,1682927,On or near Shopping Area,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-30T02:45:00+00:00,False,False,,Person search,,Stolen goods,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-arrest,Arrest
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-22T01:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.512416,-0.133384,1677661,On or near Nightclub,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-08T02:31:00+00:00,False,False,Black,Person search,,Stolen goods,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-10T12:27:00+00:00,False,False,White,Person search,,Offensive weapons,51.515939,-0.132693,1677739,On or near Soho Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-15T21:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512013,-0.133502,1677575,On or near Winnett Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-04T23:20:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511534,-0.130495,1678076,On or near Lisle Street,bu-arrest,Arrest
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-06-23T12:00:00+00:00,False,False,White,Person search,,Controlled drugs,51.516930,-0.132220,1677830,On or near Hanway Place,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-06-28T00:20:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-04T21:34:00+00:00,False,False,Black,Person search,,Stolen goods,51.510295,-0.132318,1677826,On or near Coventry Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-02T12:46:00+00:00,False,False,White,Person search,,Stolen goods,51.512247,-0.130120,1678100,On or near Gerrard Place,bu-no-further-action,A no further action disposal
,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-13T00:40:00+00:00,False,False,Black,Person search,,Stolen goods,51.517484,-0.112941,1490728,On or near Shopping Area,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-19T22:55:00+00:00,False,False,White,Person search,,Controlled drugs,51.516037,-0.128682,1678369,On or near Earnshaw Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Irish,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-03T00:33:00+00:00,False,False,White,Person search,,Controlled drugs,51.499198,-0.103150,1682257,On or near Milcote Street,bu-arrest,Arrest
10-17,Community resolution,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-17T02:55:00+00:00,False,False,White,Person search,,Stolen goods,51.511760,-0.131163,1678022,On or near Gerrard Street,bu-community-resolution,Community resolution
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-14T15:35:00+00:00,False,False,Black,Person search,,Controlled drugs,51.519697,-0.134917,1677336,On or near A5204,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-07T01:48:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514279,-0.131247,1678009,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-11T19:25:00+00:00,False,False,White,Person search,,Stolen goods,51.515727,-0.136304,1677136,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-14T00:19:00+00:00,False,False,Other,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-27T00:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511790,-0.131925,1677815,On or near Dansey Place,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-06-05T21:40:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513090,-0.135043,1677384,On or near Hopkins Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-12T16:25:00+00:00,False,False,Black,Person search,,Offensive weapons,51.500364,-0.106891,1681779,On or near Webber Row,bu-no-further-action,A no further action disposal
25-34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-06-26T11:38:00+00:00,False,False,White,Person search,,Controlled drugs,51.517701,-0.127014,1678590,On or near Willoughby Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-09T14:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.512136,-0.134995,1677368,On or near Parking Area,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-02T00:25:00+00:00,False,False,Black,Person search,,Stolen goods,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-06-26T02:15:00+00:00,False,False,Black,Person search,,Stolen goods,51.510840,-0.128984,1678254,On or near Nightclub,bu-no-further-action,A no further action disposal
