age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
25-34,Community resolution,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T02:32:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-08T09:57:00+00:00,True,False,Black,Person and Vehicle search,,Stolen goods,51.516329,-0.127791,1678500,On or near Bucknall Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-06T09:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.514472,-0.123053,1679110,On or near Arne Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-06T02:49:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.512764,-0.134892,1677421,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-19T23:34:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.511790,-0.131925,1677815,On or near Dansey Place,bu-community-resolution,Community resolution
18-24,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-04T02:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.513970,-0.134387,1677442,On or near Wardour Street,bu-arrest,Arrest
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-04T23:20:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.510513,-0.125161,1678829,On or near Bedford Court,bu-arrest,Arrest
25-34,Penalty Notice for Disorder,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T16:35:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.510042,-0.120439,1679444,On or near Savoy Way,bu-penalty-notice,Penalty Notice for Disorder
25-34,A no further action disposal,True,Asian/Asian British - Pakistani,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-15T14:00:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.496067,-0.111981,1680851,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-22T20:13:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.518652,-0.117317,1680057,On or near Further/Higher Educational Building,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-14T00:15:00+00:00,True,False,Other,Person and Vehicle search,,Offensive weapons,51.507970,-0.133162,1677656,On or near Charles Ii Street,bu-arrest,Arrest
over 34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-10T23:32:00+00:00,False,False,Black,Person and Vehicle search,,Offensive weapons,51.511997,-0.131355,1677958,On or near Macclesfield Street,bu-arrest,Arrest
18-24,Arrest,True,Asian/Asian British - Bangladeshi,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-22T20:18:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.518652,-0.117317,1680057,On or near Further/Higher Educational Building,bu-arrest,Arrest
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-13T23:20:00+00:00,True,False,Asian,Person and Vehicle search,,Offensive weapons,51.519624,-0.121890,1679330,On or near Southampton Row,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-22T20:15:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.518897,-0.116904,1680092,On or near Red Lion Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-26T09:41:00+00:00,False,False,Black,Person and Vehicle search,,Offensive weapons,51.523116,-0.123173,1679064,On or near Colonnade,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Pakistani,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-29T19:45:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514247,-0.139406,1676736,On or near Great Marlborough Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-04T03:50:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.507938,-0.128898,1678191,On or near Trafalgar Square,bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-21T19:03:00+00:00,False,False,White,Person and Vehicle search,,Offensive weapons,51.503218,-0.103170,1682415,On or near Nelson Square,bu-arrest,Arrest
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-09T19:28:00+00:00,False,False,Black,Person and Vehicle search,,Offensive weapons,51.503196,-0.127032,1678183,On or near Downing Street,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-04T03:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.507938,-0.128898,1678191,On or near Trafalgar Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-06T08:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.514361,-0.136908,1677094,On or near Poland Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-29T19:45:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514247,-0.139406,1676736,On or near Great Marlborough Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-07T23:45:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.505174,-0.097368,1683349,On or near Southwark Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-29T20:45:00+00:00,True,False,Asian,Person and Vehicle search,,Controlled drugs,51.514091,-0.137467,1676904,On or near Parking Area,bu-community-resolution,Community resolution
10-17,Community resolution,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T20:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.521441,-0.119062,1679726,On or near Orde Hall Street,bu-community-resolution,Community resolution
25-34,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-12T22:52:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.512855,-0.124820,1678860,On or near B402,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-30T16:58:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.510272,-0.129192,1678129,On or near Nightclub,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-28T15:15:00+00:00,False,False,Black,Person search,,Stolen goods,51.509759,-0.128782,1678367,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-24T11:36:00+00:00,False,False,White,Person search,,Stolen goods,51.503196,-0.127032,1678183,On or near Downing Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-17T21:48:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512416,-0.133384,1677661,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-14T23:40:00+00:00,False,False,,Person search,,Stolen goods,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-arrest,Arrest
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-10T19:00:00+00:00,False,False,White,Person search,,Controlled drugs,51.502810,-0.132696,1677669,On or near Park/Open Space,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-03T02:17:00+00:00,False,False,White,Person search,,Controlled drugs,51.513019,-0.130592,1678021,On or near Romilly Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-26T20:47:00+00:00,False,False,Black,Person search,,Stolen goods,51.501751,-0.105882,1681851,On or near Valentine Place,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-12T01:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511997,-0.131355,1677958,On or near Macclesfield Street,bu-arrest,Arrest
10-17,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-21T02:06:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-arrest,Arrest
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-15T17:00:00+00:00,False,False,Other,Person search,,Controlled drugs,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-14T02:31:00+00:00,False,False,Other,Person search,,Stolen goods,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-15T11:01:00+00:00,False,False,Black,Person search,,Stolen goods,51.504925,-0.124886,1678852,On or near Horse Guards Avenue,bu-arrest,Arrest
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-31T18:10:00+00:00,False,False,White,Person search,,Offensive weapons,51.503196,-0.127032,1678183,On or near Downing Street,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-13T11:34:00+00:00,False,False,Other,Person search,,Stolen goods,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-09T13:45:00+00:00,False,False,Other,Person search,,Stolen goods,51.512300,-0.128388,1678389,On or near Theatre/Concert Hall,bu-arrest,Arrest
10-17,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-16T16:16:00+00:00,False,False,White,Person search,,Offensive weapons,51.504099,-0.135122,1677284,On or near The Mall,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-23T14:21:00+00:00,False,False,White,Person search,,Controlled drugs,51.509491,-0.125924,1678539,On or near William Iv Street,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-05T20:18:00+00:00,False,False,White,Person search,,Controlled drugs,51.502799,-0.100075,1682780,On or near Loman Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-15T00:10:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.509944,-0.127807,1678386,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-20T21:48:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Asian/Asian British - Bangladeshi,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-26T02:15:00+00:00,False,False,Asian,Person search,,Stolen goods,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-10T16:45:00+00:00,False,False,White,Person search,,Controlled drugs,51.511622,-0.122507,1679194,On or near Covent Garden,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-27T17:05:00+00:00,False,False,Asian,Person search,,Offensive weapons,51.509786,-0.124658,1678937,On or near Police Station,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-12T20:05:00+00:00,False,False,Black,Person search,,Offensive weapons,51.514537,-0.128196,1678431,On or near St Giles Passage,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-10T12:45:00+00:00,False,False,Black,Person search,,Stolen goods,51.503218,-0.103170,1682415,On or near Nelson Square,bu-arrest,Arrest
,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-04T01:33:00+00:00,False,False,Other,Person search,,Controlled drugs,51.510910,-0.128604,1678401,On or near Bear Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T17:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-17T03:00:00+00:00,False,False,Other,Person search,,Stolen goods,51.510042,-0.120439,1679444,On or near Savoy Way,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-29T16:09:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-21T18:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-02T01:13:00+00:00,False,False,Black,Person search,,Stolen goods,51.515939,-0.132693,1677739,On or near Soho Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-14T03:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.508087,-0.124122,1678961,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T18:35:00+00:00,False,False,White,Person search,,Controlled drugs,51.510942,-0.131196,1677925,On or near Leicester Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-26T03:20:00+00:00,False,False,Other,Person search,,Controlled drugs,51.512114,-0.134189,1677514,On or near Shopping Area,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-26T15:00:00+00:00,False,False,,Person search,,Controlled drugs,51.509396,-0.130626,1678091,On or near Orange Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-15T11:30:00+00:00,False,False,White,Person search,,Stolen goods,51.504099,-0.135122,1677284,On or near The Mall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-07T00:35:00+00:00,False,False,White,Person search,,Articles for use in criminal damage,51.513243,-0.127139,1678617,On or near Upper St Martin'S Lane,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-05T00:50:00+00:00,False,False,Black,Person search,,Stolen goods,51.515580,-0.134437,1677445,On or near Great Chapel Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-06T22:39:00+00:00,False,False,Black,Person search,,Controlled drugs,51.507394,-0.128042,1678399,On or near Charing Cross,bu-no-further-action,A no further action disposal
10-17,Arrest,True,White - Any other White background,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-02T01:35:00+00:00,False,False,White,Person search,,Stolen goods,51.511534,-0.130495,1678076,On or near Lisle Street,bu-arrest,Arrest
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-04T00:30:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-30T01:58:00+00:00,False,False,Black,Person search,,Offensive weapons,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-01T02:11:00+00:00,False,False,Black,Person search,,Offensive weapons,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-03T15:02:00+00:00,False,False,Black,Person search,,Stolen goods,51.503218,-0.103170,1682415,On or near Nelson Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-12T23:11:00+00:00,False,False,Other,Person search,,Stolen goods,51.511790,-0.131925,1677815,On or near Dansey Place,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-07-06T23:20:00+00:00,False,False,White,Person search,,Controlled drugs,51.513940,-0.132500,1677796,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-10T11:20:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511790,-0.132459,1677744,On or near A401,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-19T02:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.510295,-0.132318,1677826,On or near Coventry Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-27T15:00:00+00:00,False,False,White,Person search,,Offensive weapons,51.507394,-0.128042,1678399,On or near Charing Cross,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-27T02:40:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T02:32:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-07T23:30:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.504782,-0.097039,1683483,On or near Great Guildford Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-06T22:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.513734,-0.132595,1677787,On or near Dean Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-06T21:42:00+00:00,False,False,White,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-01T13:37:00+00:00,False,False,White,Person search,,Offensive weapons,51.519905,-0.102477,1682577,On or near Greenhill Rents,bu-community-resolution,Community resolution
18-24,Arrest,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-04T12:40:00+00:00,False,False,Asian,Person search,,Offensive weapons,51.522930,-0.113263,1680578,On or near Elm Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-16T23:14:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511583,-0.133287,1677675,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-14T02:45:00+00:00,False,False,Black,Person search,,Offensive weapons,51.513601,-0.131534,1677939,On or near Frith Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-26T14:19:00+00:00,False,False,Black,Person search,,Stolen goods,51.500283,-0.101880,1682665,On or near Silex Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-07-06T10:00:00+00:00,False,False,White,Person search,,Stolen goods,51.500211,-0.126492,1678547,On or near A302,bu-no-further-action,A no further action disposal
25-34,Penalty Notice for Disorder,True,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),False,2024-07-13T22:12:00+00:00,False,False,Other,Person search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-penalty-notice,Penalty Notice for Disorder
