age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
18-24,A no further action disposal,True,White - Irish,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-20T20:45:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.511583,-0.133287,1677675,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-04-23T17:00:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.498502,-0.107386,1681648,On or near Westminster Bridge Road,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-24T22:00:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.514602,-0.112051,1680944,On or near Bell Yard,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-27T23:15:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.507330,-0.130768,1677936,On or near Warwick House Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Mixed/Multiple ethnic groups - White and Black African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-23T02:31:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.512416,-0.133384,1677661,On or near Nightclub,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-11T23:10:00+00:00,False,False,,Person and Vehicle search,,Controlled drugs,51.507394,-0.128042,1678399,On or near Charing Cross,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Female,Misuse of Drugs Act 1971 (section 23),False,2024-04-03T01:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.511502,-0.134157,1677466,On or near Archer Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-19T23:38:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.512247,-0.130120,1678100,On or near Gerrard Place,bu-no-further-action,A no further action disposal
25-34,Penalty Notice for Disorder,True,Asian/Asian British - Pakistani,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-28T23:12:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514492,-0.131037,1677987,On or near Nightclub,bu-penalty-notice,Penalty Notice for Disorder
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-04T11:57:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.498611,-0.104716,1682045,On or near St George'S Circus,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-14T00:13:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.514704,-0.130826,1678048,On or near Manette Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-02T00:29:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-21T00:40:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.514492,-0.131037,1677987,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-10T03:40:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.510910,-0.128604,1678401,On or near Bear Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-15T23:15:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-11T13:11:00+00:00,False,False,,Person and Vehicle search,,Controlled drugs,51.504643,-0.117434,1679971,On or near Parking Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-04T12:20:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.499042,-0.111930,1680867,On or near Lambeth North,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-15T23:14:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514012,-0.131078,1677997,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-19T02:20:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.512250,-0.126906,1678633,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Penalty Notice for Disorder,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-28T23:00:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514492,-0.131037,1677987,On or near Nightclub,bu-penalty-notice,Penalty Notice for Disorder
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-22T02:25:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.511703,-0.128701,1678351,On or near Little Newport Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-13T00:30:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514704,-0.130826,1678048,On or near Manette Street,bu-community-resolution,Community resolution
18-24,Community resolution,True,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-19T23:40:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.512247,-0.130120,1678100,On or near Gerrard Place,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-20T00:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.520371,-0.130363,1678050,On or near Keppel Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-02T01:39:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.513064,-0.129438,1678198,On or near Shaftesbury Avenue,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-22T02:55:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.509886,-0.128646,1678385,On or near Irving Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-13T20:42:00+00:00,False,False,Other,Person search,,Controlled drugs,51.512789,-0.135372,1677293,On or near Ingestre Place,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-12T22:39:00+00:00,False,False,Other,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-arrest,Arrest
18-24,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-21T23:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.510910,-0.128604,1678401,On or near Bear Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-26T02:44:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514341,-0.135136,1677329,On or near Wardour Mews,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-04T13:15:00+00:00,False,False,White,Person search,,Stolen goods,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-17T18:02:00+00:00,False,False,White,Person search,,Offensive weapons,51.510272,-0.129192,1678129,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-27T14:30:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514519,-0.128758,1678284,On or near Stacey Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-12T21:45:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-01T02:00:00+00:00,False,False,White,Person search,,Stolen goods,51.508087,-0.124122,1678961,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-01T11:36:00+00:00,False,False,White,Person search,,Stolen goods,51.500211,-0.126492,1678547,On or near A302,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-20T00:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-19T02:42:00+00:00,False,False,Black,Person search,,Stolen goods,51.512416,-0.133384,1677661,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Indian,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-16T23:50:00+00:00,False,False,Asian,Person search,,Offensive weapons,51.518567,-0.132282,1677789,On or near B506,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-17T23:06:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514341,-0.135136,1677329,On or near Wardour Mews,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-12T12:10:00+00:00,False,False,White,Person search,,Stolen goods,51.520014,-0.119250,1679750,On or near A401,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-16T23:45:00+00:00,False,False,Asian,Person search,,Stolen goods,51.515580,-0.134437,1677445,On or near Great Chapel Street,bu-no-further-action,A no further action disposal
under 10,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-28T01:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.512339,-0.133618,1677616,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,Penalty Notice for Disorder,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-03T01:52:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-penalty-notice,Penalty Notice for Disorder
10-17,Caution (simple or conditional),True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-11T10:20:00+00:00,False,False,White,Person search,,Controlled drugs,51.502663,-0.113423,1680404,On or near London Waterloo,bu-caution,Caution (simple or conditional)
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-12T16:17:00+00:00,False,False,White,Person search,,Controlled drugs,51.513090,-0.135043,1677384,On or near Hopkins Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-20T22:00:00+00:00,False,False,White,Person search,,Stolen goods,51.511583,-0.133287,1677675,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-18T15:04:00+00:00,False,False,White,Person search,,Controlled drugs,51.516820,-0.127583,1678501,On or near Dyott Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-09T13:55:00+00:00,False,False,White,Person search,,Controlled drugs,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-18T02:15:00+00:00,False,False,Black,Person search,,Stolen goods,51.514247,-0.139406,1676736,On or near Great Marlborough Street,bu-arrest,Arrest
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-26T10:35:00+00:00,False,False,White,Person search,,Controlled drugs,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-19T14:05:00+00:00,False,False,Black,Person search,,Offensive weapons,51.498772,-0.104666,1682212,On or near A3202,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-24T17:00:00+00:00,False,False,White,Person search,,Controlled drugs,51.503218,-0.103170,1682415,On or near Nelson Square,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-09T09:36:00+00:00,False,False,White,Person search,,Controlled drugs,51.507970,-0.133162,1677656,On or near Charles Ii Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-28T15:05:00+00:00,False,False,White,Person search,,Stolen goods,51.501007,-0.101576,1682738,On or near Rushworth Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-13T01:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.511790,-0.131925,1677815,On or near Dansey Place,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-27T01:12:00+00:00,False,False,Black,Person search,,Stolen goods,51.513406,-0.131715,1677781,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-08T16:10:00+00:00,False,False,White,Person search,,Stolen goods,51.510393,-0.123264,1679128,On or near Theatre/Concert Hall,bu-community-resolution,Community resolution
over 34,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-23T13:25:00+00:00,False,False,Black,Person search,,Stolen goods,51.523762,-0.123651,1679070,On or near Parking Area,bu-arrest,Arrest
over 34,A no further action disposal,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-03T08:11:00+00:00,False,False,White,Person search,,Controlled drugs,51.509909,-0.126298,1678560,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,Summons / charged by post,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-20T03:10:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-summons,Summons / charged by post
over 34,A no further action disposal,True,White - Any other White background,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-09T10:45:00+00:00,False,False,White,Person search,,Stolen goods,51.507096,-0.122909,1678963,On or near Embankment Place,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-28T02:24:00+00:00,False,False,Black,Person search,,Stolen goods,51.514012,-0.131078,1677997,On or near Nightclub,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-04T22:45:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513848,-0.129593,1678270,On or near Old Compton Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-27T20:45:00+00:00,False,False,White,Person search,,Stolen goods,51.513064,-0.129438,1678198,On or near Shaftesbury Avenue,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-21T01:42:00+00:00,False,False,Black,Person search,,Stolen goods,51.511790,-0.132459,1677744,On or near A401,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-23T23:34:00+00:00,False,False,White,Person search,,Controlled drugs,51.516037,-0.128682,1678369,On or near Earnshaw Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-04-29T11:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.516820,-0.127583,1678501,On or near Dyott Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-11T21:00:00+00:00,False,False,White,Person search,,Stolen goods,51.512247,-0.130120,1678100,On or near Gerrard Place,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-04-11T23:22:00+00:00,False,False,White,Person search,,Controlled drugs,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-16T23:50:00+00:00,False,False,White,Person search,,Offensive weapons,51.519933,-0.133899,1677494,On or near Shopping Area,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-04-17T15:41:00+00:00,False,False,White,Person search,,Controlled drugs,51.502663,-0.113423,1680404,On or near London Waterloo,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-19T22:45:00+00:00,False,False,Asian,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-04-01T11:50:00+00:00,False,False,White,Person search,,Stolen goods,51.500211,-0.126492,1678547,On or near A302,bu-no-further-action,A no further action disposal
