age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-01T04:54:31+00:00,False,,White,Person search,,Offensive weapons,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-02T04:29:18+00:00,False,,White,Person search,,Article for use in theft,51.518700,-0.101359,1490784,On or near Parking Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-02T04:43:24+00:00,False,,White,Person search,,Article for use in theft,51.518700,-0.101359,1490784,On or near Parking Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-02T06:02:03+00:00,False,,Other,Person search,,Controlled drugs,51.517846,-0.109164,1490741,On or near Holborn,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-02T06:18:30+00:00,False,,Other,Person search,,Controlled drugs,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-02T07:01:05+00:00,False,,Asian,Person search,,Controlled drugs,51.517846,-0.109164,1490741,On or near Holborn,bu-arrest,Arrest
25-34,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-02T08:20:37+00:00,False,,Other,Person search,,Controlled drugs,51.517846,-0.109164,1490741,On or near Holborn,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-02T21:21:32+00:00,False,,Asian,Person search,,Controlled drugs,51.517846,-0.109164,1490741,On or near Holborn,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-03T00:05:27+00:00,False,,Asian,Person search,,Controlled drugs,51.517846,-0.109164,1490741,On or near Holborn,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-03T22:08:28+00:00,False,,White,Person search,,Article for use in theft,51.517978,-0.103393,1490770,On or near Smithfield Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-04T04:12:59+00:00,False,,Other,Person and Vehicle search,,Evidence of offences under the Act,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-07T21:00:22+00:00,False,,White,Person search,,Controlled drugs,51.511077,-0.101475,1490789,On or near A3211,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-10T15:05:30+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-arrest,Arrest
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-11T08:17:44+00:00,False,,White,Person search,,Controlled drugs,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),True,2024-01-11T12:34:41+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-11T16:25:57+00:00,False,,White,Person and Vehicle search,,Article for use in theft,51.522137,-0.106997,1681771,On or near Farringdon Road,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-11T18:37:35+00:00,False,,Other,Person search,,Article for use in theft,51.522137,-0.106997,1681771,On or near Farringdon Road,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-14T10:59:20+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.522137,-0.106997,1681771,On or near Farringdon Road,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-14T12:48:56+00:00,False,,Black,Person search,,Controlled drugs,51.518514,-0.105965,1681960,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-17T18:40:01+00:00,False,,Black,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-18T09:55:10+00:00,False,,Asian,Person search,,Stolen goods,51.514448,-0.100888,1490793,On or near Amen Corner,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-21T05:15:50+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.510761,-0.101963,1490783,On or near Ferry Terminal,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-21T06:47:12+00:00,False,,Black,Person search,,Stolen goods,51.512834,-0.108162,1490751,On or near Parking Area,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-22T03:32:23+00:00,False,,Other,Person search,,Article for use in theft,51.510836,-0.097176,1490804,On or near Trig Lane,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-24T04:57:35+00:00,False,,Black,Person search,,Articles for use in criminal damage,51.514626,-0.097291,1490808,On or near Supermarket,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-24T22:39:28+00:00,False,,Other,Person and Vehicle search,,Controlled drugs,51.504833,-0.102426,1682473,On or near Dolben Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-25T17:17:30+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.510761,-0.101963,1490783,On or near Ferry Terminal,bu-arrest,Arrest
,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-25T18:30:35+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.510761,-0.101963,1490783,On or near Ferry Terminal,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-25T20:54:22+00:00,False,,White,Person and Vehicle search,,Article for use in theft,51.506090,-0.114593,1680316,On or near A301,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-25T23:06:29+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.513874,-0.096501,1490820,On or near New Change,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-26T17:44:19+00:00,False,,Other,Person search,,Article for use in theft,51.513882,-0.095924,1490833,On or near Shopping Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-26T18:00:10+00:00,False,,White,Person search,,Article for use in theft,51.513874,-0.096501,1490820,On or near New Change,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-26T22:44:16+00:00,False,,White,Person search,,Controlled drugs,51.514770,-0.101292,1490779,On or near Amen Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-26T23:26:19+00:00,False,,White,Person search,,Controlled drugs,51.514770,-0.101292,1490779,On or near Amen Court,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-27T01:53:10+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-27T02:03:58+00:00,False,,White,Person and Vehicle search,,Stolen goods,51.506090,-0.114593,1680316,On or near A301,bu-arrest,Arrest
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-29T09:03:30+00:00,False,,White,Person search,,Article for use in theft,51.515041,-0.108069,1490756,On or near Gough Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-29T18:49:14+00:00,False,,White,Person and Vehicle search,,Article for use in theft,51.513897,-0.103490,1490766,On or near City Thameslink,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-29T19:41:11+00:00,False,,White,Person search,,Stolen goods,51.513897,-0.103490,1490766,On or near City Thameslink,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-29T20:01:50+00:00,False,,White,Person and Vehicle search,,Stolen goods,51.513897,-0.103490,1490766,On or near City Thameslink,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),True,2024-01-30T04:22:33+00:00,False,,White,Person search,,Stolen goods,51.514448,-0.100888,1490793,On or near Amen Corner,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-31T15:30:30+00:00,False,,White,Person search,,Offensive weapons,51.519080,-0.103679,1682337,On or near Charterhouse Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-31T23:23:58+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.512416,-0.118727,1679861,On or near Kingsway Tunnel,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Bangladeshi,Female,Misuse of Drugs Act 1971 (section 23),False,2024-01-31T23:39:07+00:00,False,,Asian,Person search,,Controlled drugs,51.512416,-0.118727,1679861,On or near Kingsway Tunnel,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-01-31T23:58:51+00:00,False,,Other,Person search,,Controlled drugs,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-13T13:43:00+00:00,,False,Black,Person search,,Offensive weapons,51.506965,-0.123707,1679029,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-01T05:58:00+00:00,False,,Other,Person search,,Controlled drugs,51.509609,-0.135166,2346320,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-01T05:30:00+00:00,False,,Other,Person search,,Controlled drugs,51.511627,-0.127696,2344194,Leicester Square (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-02T23:35:00+00:00,False,,Asian,Person search,,Controlled drugs,51.511627,-0.127696,2344194,Leicester Square (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-02T23:42:00+00:00,False,,Black,Person search,,Controlled drugs,51.511627,-0.127696,2344194,Leicester Square (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-06T17:00:00+00:00,False,,White,Person search,,Controlled drugs,51.523001,-0.124318,2344876,Russell Square (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-06T16:50:00+00:00,False,,Asian,Person search,,Offensive weapons,51.520441,-0.104753,2343599,Farringdon (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-08T20:45:00+00:00,False,,Black,Person search,,Stolen goods,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-13T14:17:00+00:00,False,,White,Person search,,Articles for use in criminal damage,51.507344,-0.122241,2343547,Embankment (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-15T22:09:00+00:00,False,,White,Person search,,Stolen goods,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-16T18:57:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.509609,-0.135166,2346320,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
over 34,Khat or Cannabis warning,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-20T15:35:00+00:00,False,,White,Person search,,Controlled drugs,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-khat-or-cannabis-warning,Khat or Cannabis warning
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),False,2024-01-21T14:20:00+00:00,False,,Black,Person search,,Controlled drugs,51.509609,-0.135166,2346320,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-21T17:50:00+00:00,False,,,Person search,,Articles for use in criminal damage,51.503056,-0.113754,2346636,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-22T16:55:00+00:00,False,,Black,Person search,,Stolen goods,51.509609,-0.135166,2346320,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-01-22T21:12:00+00:00,False,,Asian,Person search,,Anything to threaten or harm anyone,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-01-31T21:00:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-25T12:10:00+00:00,,False,Black,Person search,,Offensive weapons,51.506985,-0.124975,1678839,On or near Northumberland Avenue,bu-arrest,Arrest
18-24,A no further action disposal,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-12T15:23:00+00:00,,False,White,Person search,,Stolen goods,51.500978,-0.125524,1678704,On or near Bridge Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-17T01:20:00+00:00,,False,White,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:12:00+00:00,,False,Other,Person search,,Fireworks,51.507938,-0.128898,1678191,On or near Trafalgar Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:09:00+00:00,,False,,Person search,,Fireworks,51.507938,-0.128898,1678191,On or near Trafalgar Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T04:42:00+00:00,,False,Black,Person search,,Stolen goods,51.513341,-0.132756,1677704,On or near Meard Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T03:10:00+00:00,,False,Black,Person search,,Stolen goods,51.513341,-0.132756,1677704,On or near Meard Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:55:00+00:00,,False,White,Person search,,Fireworks,51.507330,-0.130768,1677936,On or near Warwick House Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:58:00+00:00,,False,Black,Person search,,Fireworks,51.507330,-0.130768,1677936,On or near Warwick House Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:30:00+00:00,,False,Other,Person search,,Stolen goods,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:25:00+00:00,,False,Other,Person search,,Fireworks,51.509947,-0.131367,1677944,On or near Sports/Recreation Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:48:00+00:00,,False,White,Person search,,Offensive weapons,51.512495,-0.138915,1676635,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T06:10:00+00:00,,False,White,Person search,,Stolen goods,51.509947,-0.131367,1677944,On or near Sports/Recreation Area,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T02:30:00+00:00,,False,Asian,Person and Vehicle search,,Controlled drugs,51.515939,-0.132693,1677739,On or near Soho Street,bu-arrest,Arrest
,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T02:25:00+00:00,,False,White,Person search,,Controlled drugs,51.510623,-0.126987,1678627,On or near St Martin'S Lane,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T02:25:00+00:00,,False,White,Person search,,Controlled drugs,51.510623,-0.126987,1678627,On or near St Martin'S Lane,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:25:00+00:00,,False,Black,Person search,,Offensive weapons,51.509158,-0.134930,1677370,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:25:00+00:00,,False,Asian,Person and Vehicle search,,Stolen goods,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T00:10:00+00:00,,False,Black,Person search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T06:49:00+00:00,,False,White,Person search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T05:40:00+00:00,,False,Black,Person search,,Stolen goods,51.512802,-0.123770,1679061,On or near James Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T04:45:00+00:00,,False,Asian,Person and Vehicle search,,Controlled drugs,51.508911,-0.140877,1676459,On or near Old Bond Street,bu-arrest,Arrest
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T04:27:00+00:00,,False,Black,Person search,,Stolen goods,51.514141,-0.132694,1677770,On or near Royalty Mews,bu-arrest,Arrest
,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T02:30:00+00:00,,False,,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T04:30:00+00:00,,False,Black,Person search,,Stolen goods,51.514141,-0.132694,1677770,On or near Royalty Mews,bu-arrest,Arrest
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T00:00:00+00:00,,False,Other,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-community-resolution,Community resolution
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:24:00+00:00,,False,Black,Person search,,Stolen goods,51.509158,-0.134930,1677370,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T02:47:00+00:00,,False,Black,Person search,,Offensive weapons,51.510468,-0.130769,1678029,On or near Leicester Square,bu-arrest,Arrest
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:00:00+00:00,,False,White,Person search,,Fireworks,51.507330,-0.130768,1677936,On or near Warwick House Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:00:00+00:00,,False,White,Person search,,Fireworks,51.507330,-0.130768,1677936,On or near Warwick House Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:00:00+00:00,,False,,Person search,,Stolen goods,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T12:22:00+00:00,,False,Black,Person search,,Controlled drugs,51.511612,-0.135435,1677292,On or near Brewer Street,bu-arrest,Arrest
25-34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T14:00:00+00:00,,False,Asian,Person and Vehicle search,,Controlled drugs,51.512770,-0.118367,1679877,On or near Kingsway Tunnel,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T01:00:00+00:00,,False,White,Person search,,Stolen goods,51.506632,-0.127640,1678507,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T12:00:00+00:00,,False,White,Person and Vehicle search,,Controlled drugs,51.514141,-0.132694,1677770,On or near Royalty Mews,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T11:46:00+00:00,,False,Black,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T20:40:00+00:00,,False,White,Person search,,Stolen goods,51.510345,-0.122502,1679211,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),,2024-01-01T01:38:00+00:00,,False,Asian,Person search,,Controlled drugs,51.511200,-0.133288,1677628,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T00:58:00+00:00,,False,Other,Person search,,,51.507330,-0.130768,1677936,On or near Warwick House Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2024-01-01T03:40:00+00:00,,False,Other,Person search,,Stolen goods,51.509251,-0.133398,1677545,On or near St James'S Market,bu-no-further-action,A no further action disposal
