age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
,Community resolution,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-06T02:40:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.514341,-0.135136,1677329,On or near Wardour Mews,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-28T00:25:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.511790,-0.131925,1677815,On or near Dansey Place,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-01T02:44:00+00:00,False,False,Black,Person and Vehicle search,,Offensive weapons,51.518559,-0.119916,1679408,On or near Fisher Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-28T00:35:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.511790,-0.131925,1677815,On or near Dansey Place,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T16:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.505735,-0.098671,1682927,On or near Shopping Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-28T00:25:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.511790,-0.132459,1677744,On or near A401,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Asian/Asian British - Bangladeshi,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-07T14:25:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.515598,-0.127633,1678536,On or near St Giles High Street,bu-community-resolution,Community resolution
18-24,Community resolution,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T20:43:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.519639,-0.122797,1679160,On or near Bloomsbury Place,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-27T20:10:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.519624,-0.121890,1679330,On or near Southampton Row,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-17T13:06:00+00:00,False,False,Black,Person and Vehicle search,,Evidence of offences under the Act,51.519827,-0.110422,1680945,On or near Conference/Exhibition Centre,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-31T00:04:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-05T02:05:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.512114,-0.134189,1677514,On or near Shopping Area,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-04-30T23:40:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.507952,-0.135988,1677228,On or near Duke Of York Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T12:00:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.520365,-0.119827,1679593,On or near New North Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T12:00:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.520365,-0.119827,1679593,On or near New North Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T12:00:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.520365,-0.119827,1679593,On or near New North Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-27T09:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.502440,-0.099009,1683090,On or near Sawyer Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T02:33:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-04T00:38:00+00:00,False,False,White,Person search,,Stolen goods,51.501715,-0.105392,1682099,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T22:55:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Indian,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-16T21:30:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-23T00:19:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512780,-0.134234,1677484,On or near Peter Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-10T21:04:00+00:00,False,False,Other,Person search,,Stolen goods,51.513406,-0.131715,1677781,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-04T01:50:00+00:00,False,False,Black,Person search,,Stolen goods,51.512482,-0.134160,1677437,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T19:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516820,-0.127583,1678501,On or near Dyott Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-17T13:05:00+00:00,False,False,Black,Person search,,Stolen goods,51.519432,-0.109905,1681249,On or near Beauchamp Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T22:02:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514445,-0.125259,1678875,On or near Nottingham Court,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-12T22:49:00+00:00,False,False,Other,Person search,,Offensive weapons,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-22T15:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.515939,-0.132693,1677739,On or near Soho Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-03T21:30:00+00:00,False,False,White,Person search,,Offensive weapons,51.502810,-0.132696,1677669,On or near Park/Open Space,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-17T22:49:00+00:00,False,False,White,Person search,,Controlled drugs,51.510840,-0.128984,1678254,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,Caution (simple or conditional),True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-11T03:10:00+00:00,False,False,Other,Person search,,Stolen goods,51.512136,-0.134995,1677368,On or near Parking Area,bu-caution,Caution (simple or conditional)
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-11T03:08:00+00:00,False,False,White,Person search,,Stolen goods,51.512136,-0.134995,1677368,On or near Parking Area,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T22:15:00+00:00,False,False,White,Person search,,Controlled drugs,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T23:54:00+00:00,False,False,Black,Person search,,Controlled drugs,51.515004,-0.125352,1678816,On or near B401,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-22T16:58:00+00:00,False,False,White,Person search,,Stolen goods,51.516900,-0.132077,1677808,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T19:23:00+00:00,False,False,Other,Person search,,Controlled drugs,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-04T02:36:00+00:00,False,False,White,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T22:18:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513940,-0.132500,1677796,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-06T23:40:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512780,-0.134234,1677484,On or near Peter Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T23:15:00+00:00,False,False,Other,Person search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-01T13:18:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516820,-0.127583,1678501,On or near Dyott Street,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-25T00:00:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.520716,-0.115921,1680278,On or near Further/Higher Educational Building,bu-community-resolution,Community resolution
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-17T20:00:00+00:00,False,False,Black,Person search,,Offensive weapons,51.520463,-0.106345,1681898,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-08T05:53:00+00:00,False,False,White,Person search,,Stolen goods,51.504833,-0.102426,1682473,On or near Dolben Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-02T09:00:00+00:00,False,False,White,Person search,,Offensive weapons,51.502888,-0.117319,1679979,On or near Chicheley Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-31T01:15:00+00:00,False,False,Black,Person search,,Stolen goods,51.499645,-0.106920,1681844,On or near Waterloo Road,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-02T17:45:00+00:00,False,False,White,Person search,,Offensive weapons,51.511790,-0.131925,1677815,On or near Dansey Place,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-23T01:01:00+00:00,False,False,Black,Person search,,Stolen goods,51.513090,-0.135043,1677384,On or near Hopkins Street,bu-no-further-action,A no further action disposal
18-24,Caution (simple or conditional),True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-27T02:32:00+00:00,False,False,Asian,Person search,,Stolen goods,51.514704,-0.130826,1678048,On or near Manette Street,bu-caution,Caution (simple or conditional)
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-10T00:56:00+00:00,False,False,Black,Person search,,Stolen goods,51.512013,-0.133502,1677575,On or near Winnett Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T00:24:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510840,-0.128984,1678254,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-21T22:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512339,-0.133618,1677616,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-07T01:55:00+00:00,False,False,Black,Person search,,Stolen goods,51.512247,-0.130120,1678100,On or near Gerrard Place,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-23T00:09:00+00:00,False,False,Black,Person search,,Stolen goods,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-01T14:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516820,-0.127583,1678501,On or near Dyott Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-31T22:21:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510840,-0.128984,1678254,On or near Nightclub,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-06T19:50:00+00:00,False,False,Black,Person search,,Offensive weapons,51.501849,-0.101959,1682496,On or near King'S Bench Street,bu-no-further-action,A no further action disposal
18-24,Penalty Notice for Disorder,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-22T20:11:00+00:00,False,False,White,Person search,,Controlled drugs,51.519777,-0.132002,1677812,On or near Supermarket,bu-penalty-notice,Penalty Notice for Disorder
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-28T17:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.502340,-0.103379,1682123,On or near Surrey Row,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-09T22:58:00+00:00,False,False,Black,Person search,,Offensive weapons,51.506985,-0.124975,1678839,On or near Northumberland Avenue,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-16T15:15:00+00:00,False,False,White,Person search,,Controlled drugs,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-04T02:25:00+00:00,False,False,White,Person search,,Controlled drugs,51.514537,-0.128196,1678431,On or near St Giles Passage,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T00:36:00+00:00,False,False,Black,Person search,,Controlled drugs,51.509396,-0.130626,1678091,On or near Orange Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-09T23:05:00+00:00,False,False,Black,Person search,,Stolen goods,51.506855,-0.128078,1678358,On or near Spring Gardens,bu-arrest,Arrest
10-17,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-10T23:12:00+00:00,False,False,White,Person search,,Stolen goods,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-10T22:40:00+00:00,False,False,Other,Person search,,Controlled drugs,51.509759,-0.128782,1678367,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-25T21:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.508286,-0.130426,1678068,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T23:54:00+00:00,False,False,Black,Person search,,Controlled drugs,51.515004,-0.125352,1678816,On or near B401,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Female,Criminal Justice and Public Order Act 1994 (section 60),False,2024-05-29T07:25:00+00:00,False,False,White,Person search,,Anything to threaten or harm anyone,51.519680,-0.125347,1678626,On or near Montague Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-12T01:55:00+00:00,False,False,White,Person search,,Stolen goods,51.507394,-0.128042,1678399,On or near Charing Cross,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-04T01:45:00+00:00,False,False,Black,Person search,,Stolen goods,51.511200,-0.133288,1677628,On or near Nightclub,bu-arrest,Arrest
10-17,Arrest,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-13T16:03:00+00:00,False,False,Black,Person search,,Stolen goods,51.500362,-0.102294,1682456,On or near Boyfield Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-12T00:31:00+00:00,False,False,White,Person search,,Offensive weapons,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-23T21:45:00+00:00,False,False,White,Person search,,Controlled drugs,51.514872,-0.127793,1678441,On or near New Compton Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-11T01:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.516674,-0.132547,1677780,On or near Hanway Place,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-18T23:00:00+00:00,False,False,,Person search,,Stolen goods,51.508699,-0.138306,1676887,On or near Albany Courtyard,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T22:20:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514246,-0.131436,1677792,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-23T02:22:00+00:00,False,False,Black,Person search,,Stolen goods,51.512114,-0.134189,1677514,On or near Shopping Area,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Female,Criminal Justice and Public Order Act 1994 (section 60),False,2024-05-29T07:30:00+00:00,False,False,White,Person search,,Anything to threaten or harm anyone,51.517319,-0.127274,1678533,On or near Streatham Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-28T17:10:00+00:00,False,False,Black,Person search,,Stolen goods,51.502340,-0.103379,1682123,On or near Surrey Row,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T21:07:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
over 34,Community resolution,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-05T23:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.506553,-0.104775,1682080,On or near Shopping Area,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Other,Criminal Justice and Public Order Act 1994 (section 60),False,2024-05-29T07:34:00+00:00,False,False,Asian,Person search,,Anything to threaten or harm anyone,51.519680,-0.125347,1678626,On or near Montague Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-14T23:25:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514970,-0.127169,1678558,On or near Shaftesbury Avenue,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-25T23:11:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514970,-0.127169,1678558,On or near Shaftesbury Avenue,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-17T22:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516948,-0.126598,1678624,On or near New Oxford Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-12T00:42:00+00:00,False,False,Black,Person search,,Stolen goods,51.509909,-0.126298,1678560,On or near Theatre/Concert Hall,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-05T22:53:00+00:00,False,False,Black,Person search,,Offensive weapons,51.513064,-0.129438,1678198,On or near Shaftesbury Avenue,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-18T13:45:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.506632,-0.127640,1678507,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-24T01:40:00+00:00,False,False,Black,Person search,,Stolen goods,51.513052,-0.132681,1677758,On or near Bourchier Street,bu-arrest,Arrest
25-34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-01T23:30:00+00:00,False,False,White,Person search,,Stolen goods,51.503699,-0.104577,1682121,On or near Blackfriars Road,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-24T02:19:00+00:00,False,False,Black,Person search,,Stolen goods,51.515070,-0.138003,1676927,On or near Shopping Area,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-23T00:49:00+00:00,False,False,Black,Person search,,Stolen goods,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-29T10:33:00+00:00,False,False,Asian,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T18:29:00+00:00,False,False,Black,Person search,,Controlled drugs,51.501269,-0.107228,1681675,On or near Gray Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-02T22:41:00+00:00,False,False,Black,Person search,,Stolen goods,51.517563,-0.133001,1677662,On or near Stephen Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-21T11:10:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-03T16:35:00+00:00,False,False,White,Person search,,Offensive weapons,51.499488,-0.118410,1679222,On or near Hospital,bu-no-further-action,A no further action disposal
,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-22T08:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.511103,-0.113723,1680581,On or near Temple,bu-community-resolution,Community resolution
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-23T02:30:00+00:00,False,False,Black,Person search,,Stolen goods,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
