age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-10T04:51:34+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.519080,-0.103679,1682337,On or near Charterhouse Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-10T04:52:15+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.519080,-0.103679,1682337,On or near Charterhouse Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-10T04:53:36+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.519080,-0.103679,1682337,On or near Charterhouse Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-10T05:38:40+00:00,False,,Other,Person and Vehicle search,,Controlled drugs,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-10T21:30:35+00:00,True,,Other,Person and Vehicle search,,Controlled drugs,51.522614,-0.108721,1681477,On or near Herbal Hill,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-11T03:31:31+00:00,False,,Black,Person search,,Offensive weapons,51.517051,-0.102812,1490768,On or near Police Station,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-11T04:02:23+00:00,False,,White,Person search,,Offensive weapons,51.517051,-0.102812,1490768,On or near Police Station,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-11T05:59:43+00:00,False,,Other,Person search,,Stolen goods,51.510761,-0.101963,1490783,On or near Ferry Terminal,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-11T12:47:57+00:00,False,,White,Person search,,Stolen goods,51.515387,-0.097245,1490809,On or near St Martin'S Le Grand,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T22:28:57+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.513911,-0.102726,1490772,On or near Pageantmaster Court,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T22:35:10+00:00,False,,Other,Person search,,Controlled drugs,51.513911,-0.102726,1490772,On or near Pageantmaster Court,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-14T23:59:27+00:00,False,,Black,Person search,,Offensive weapons,51.514770,-0.101292,1490779,On or near Amen Court,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-17T12:29:43+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.518700,-0.101359,1490784,On or near Parking Area,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-17T21:35:32+00:00,False,,Asian,Person search,,Stolen goods,51.515387,-0.097245,1490809,On or near St Martin'S Le Grand,bu-arrest,Arrest
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-18T01:41:57+00:00,True,,White,Person search,,Controlled drugs,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-18T13:50:21+00:00,False,,White,Person search,,Article for use in theft,51.513874,-0.096501,1490820,On or near New Change,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-18T14:20:02+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.513911,-0.102726,1490772,On or near Pageantmaster Court,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-19T07:35:54+00:00,False,,Black,Person search,,Stolen goods,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-19T18:05:00+00:00,False,,Other,Person search,,Controlled drugs,51.510559,-0.095054,1490836,On or near Queenhithe,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-20T01:16:45+00:00,False,,Black,Person search,,Stolen goods,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-21T18:24:16+00:00,False,,Black,Person search,,Stolen goods,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-22T01:25:04+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
18-24,Summons / charged by post,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-28T22:40:12+00:00,False,,Asian,Person search,,Controlled drugs,51.517332,-0.098519,1490799,On or near Little Britain,bu-summons,Summons / charged by post
over 34,Khat or Cannabis warning,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-26T01:50:26+00:00,False,,Black,Person search,,Controlled drugs,51.513874,-0.096501,1490820,On or near New Change,bu-khat-or-cannabis-warning,Khat or Cannabis warning
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-26T01:56:19+00:00,False,,Black,Person search,,Controlled drugs,51.513874,-0.096501,1490820,On or near New Change,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-26T04:16:00+00:00,False,,White,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
18-24,Khat or Cannabis warning,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-27T17:57:18+00:00,False,,Other,Person search,,Controlled drugs,51.516136,-0.111296,1490732,On or near Further/Higher Educational Building,bu-khat-or-cannabis-warning,Khat or Cannabis warning
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-27T18:41:10+00:00,True,,Asian,Person search,,Controlled drugs,51.516075,-0.110289,1490736,On or near Bream'S Buildings,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Mixed/Multiple ethnic groups - White and Black African,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-28T11:59:06+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-28T12:25:51+00:00,False,,White,Person search,,Controlled drugs,51.513941,-0.105131,1490761,On or near Bride Lane,bu-no-further-action,A no further action disposal
18-24,Khat or Cannabis warning,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-28T13:30:20+00:00,False,,Black,Person search,,Controlled drugs,51.513941,-0.105131,1490761,On or near Bride Lane,bu-khat-or-cannabis-warning,Khat or Cannabis warning
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-29T22:07:51+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-30T17:45:10+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.513874,-0.096501,1490820,On or near New Change,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-30T21:01:21+00:00,False,,White,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-30T23:51:17+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-31T14:58:25+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.510761,-0.101963,1490783,On or near Ferry Terminal,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-02T07:09:00+00:00,False,,White,Person search,,Stolen goods,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
over 34,Summons / charged by post,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-02T13:45:00+00:00,False,,Black,Person search,,Stolen goods,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-summons,Summons / charged by post
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-03T12:00:00+00:00,False,,White,Person search,,Stolen goods,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),False,2024-05-05T08:02:00+00:00,False,,White,Person search,,Controlled drugs,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-07T16:43:00+00:00,False,,Black,Person search,,Evidence of offences under the Act,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Female,Misuse of Drugs Act 1971 (section 23),True,2024-05-12T12:26:00+00:00,False,,Black,Person search,,Controlled drugs,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-12T11:42:00+00:00,False,,White,Person search,,Controlled drugs,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-19T12:08:00+00:00,False,,White,Person search,,Fireworks,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-19T13:18:00+00:00,False,,White,Person search,,Controlled drugs,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T11:05:00+00:00,False,,White,Person search,,Controlled drugs,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-24T19:20:00+00:00,False,,Asian,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-24T19:00:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-24T19:55:00+00:00,False,,Black,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-24T19:00:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-24T19:30:00+00:00,False,,Other,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-25T08:50:00+00:00,False,,White,Person search,,Controlled drugs,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-25T18:10:00+00:00,False,,Black,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-24T18:35:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-24T19:05:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-24T19:00:00+00:00,False,,Black,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-26T22:31:00+00:00,False,,White,Person search,,Controlled drugs,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-26T22:44:00+00:00,False,,White,Person search,,Controlled drugs,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-27T09:04:00+00:00,False,,Other,Person search,,Evidence of offences under the Act,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-community-resolution,Community resolution
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-28T15:10:00+00:00,False,,White,Person search,,Controlled drugs,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-28T23:00:00+00:00,False,,White,Person search,,Anything to threaten or harm anyone,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
18-24,Arrest,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-29T12:10:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-arrest,Arrest
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-05-30T12:00:00+00:00,False,,Other,Person search,,Stolen goods,51.509609,-0.135151,2348094,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-31T13:54:00+00:00,False,,Black,Person search,,Controlled drugs,51.503146,-0.113259,2348288,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-31T11:30:00+00:00,False,,White,Person search,,Stolen goods,51.507344,-0.122241,2343547,Embankment (Lu Station),bu-no-further-action,A no further action disposal
over 34,Summons / charged by post,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-05-31T19:44:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-summons,Summons / charged by post
over 34,Arrest,True,White - Irish,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-04T02:50:00+00:00,False,False,White,Person search,,Offensive weapons,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T23:57:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.511860,-0.137975,1676890,On or near Upper John Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-25T21:57:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514492,-0.131037,1677987,On or near Nightclub,bu-community-resolution,Community resolution
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T16:30:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.517482,-0.126259,1678669,On or near Coptic Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-23T11:30:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.498772,-0.104666,1682212,On or near A3202,bu-no-further-action,A no further action disposal
10-17,Arrest,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-03T18:27:00+00:00,False,False,,Person and Vehicle search,,Stolen goods,51.501715,-0.105392,1682099,On or near Conference/Exhibition Centre,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-11T17:29:00+00:00,False,False,Black,Person and Vehicle search,,Offensive weapons,51.505174,-0.097368,1683349,On or near Southwark Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-24T23:54:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.519964,-0.116125,1680220,On or near Bedford Row,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-05T00:46:00+00:00,False,False,Asian,Person and Vehicle search,,Stolen goods,51.513019,-0.130592,1678021,On or near Romilly Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-10T22:45:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.514012,-0.131078,1677997,On or near Nightclub,bu-community-resolution,Community resolution
over 34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-07T23:14:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.509491,-0.125924,1678539,On or near William Iv Street,bu-arrest,Arrest
25-34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-09T23:24:00+00:00,True,False,White,Person and Vehicle search,,Controlled drugs,51.511301,-0.115963,1680089,On or near Conference/Exhibition Centre,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-15T04:13:00+00:00,False,False,White,Person and Vehicle search,,Stolen goods,51.503590,-0.117333,1680001,On or near Belvedere Road,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-05-31T00:04:00+00:00,True,False,Black,Person and Vehicle search,,Controlled drugs,51.516178,-0.131904,1677833,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-11T23:11:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.513498,-0.130169,1678146,On or near Moor Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T10:30:00+00:00,False,False,,Person and Vehicle search,,Controlled drugs,51.515939,-0.132693,1677739,On or near Soho Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-02T23:57:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.510520,-0.137439,1677019,On or near Glasshouse Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-05-09T23:40:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-05-03T22:24:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514971,-0.133438,1677609,On or near Carlisle Street,bu-community-resolution,Community resolution
25-34,Arrest,True,Asian/Asian British - Chinese,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-05-07T11:00:00+00:00,False,False,Asian,Person and Vehicle search,,Evidence of offences under the Act,51.508055,-0.108171,1681578,On or near Barge House Street,bu-arrest,Arrest
