age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-03T00:16:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514246,-0.131436,1677792,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-09T00:40:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.510910,-0.128604,1678401,On or near Bear Street,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-02T15:11:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.516166,-0.137324,1677012,On or near Nightclub,bu-arrest,Arrest
18-24,Arrest,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-25T04:22:00+00:00,False,False,,Person and Vehicle search,,Stolen goods,51.509044,-0.123247,1679072,On or near John Adam Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-31T00:40:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.506334,-0.136010,1677193,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-09T22:49:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.513052,-0.132681,1677758,On or near Bourchier Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-28T19:45:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-community-resolution,Community resolution
18-24,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-04T14:35:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.506744,-0.112145,1680794,On or near Upper Ground,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-23T19:34:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.499819,-0.102648,1682477,On or near Lancaster Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Mixed/Multiple ethnic groups - White and Black African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-26T17:26:00+00:00,True,False,White,Person and Vehicle search,,Controlled drugs,51.513848,-0.129593,1678270,On or near Old Compton Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-20T01:32:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.509491,-0.125924,1678539,On or near William Iv Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-08T23:05:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.509491,-0.125924,1678539,On or near William Iv Street,bu-arrest,Arrest
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-02T22:01:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.511103,-0.113723,1680581,On or near Temple,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-27T00:10:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514704,-0.130826,1678048,On or near Manette Street,bu-arrest,Arrest
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T23:45:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.514247,-0.139406,1676736,On or near Great Marlborough Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-30T11:50:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.501162,-0.116252,1680084,On or near Addington Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-28T02:30:00+00:00,False,False,Other,Person and Vehicle search,,Offensive weapons,51.511703,-0.128701,1678351,On or near Little Newport Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-31T02:05:00+00:00,False,False,Asian,Person and Vehicle search,,Stolen goods,51.510272,-0.129192,1678129,On or near Nightclub,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-03T23:51:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.507431,-0.138833,1676766,On or near Ryder Yard,bu-community-resolution,Community resolution
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-18T22:50:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.514012,-0.131078,1677997,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-23T03:00:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.511790,-0.132459,1677744,On or near A401,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-26T01:44:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-18T01:50:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.518600,-0.123056,1679176,On or near Parking Area,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-31T04:10:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.510295,-0.132318,1677826,On or near Coventry Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-23T21:58:00+00:00,False,False,Black,Person and Vehicle search,,Controlled drugs,51.522414,-0.111901,1680909,On or near Laystall Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-03T23:30:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.510953,-0.133012,1677692,On or near Nightclub,bu-arrest,Arrest
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-26T20:00:00+00:00,False,False,,Person and Vehicle search,,Stolen goods,51.502508,-0.110995,1680913,On or near Holmes Terrace,bu-arrest,Arrest
25-34,A no further action disposal,True,Asian/Asian British - Indian,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-02T17:12:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514361,-0.136908,1677094,On or near Poland Street,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Any other ethnic group,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-01T21:05:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.502428,-0.110508,1681119,On or near Pear Place,bu-community-resolution,Community resolution
18-24,Community resolution,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-03T00:06:00+00:00,False,False,,Person and Vehicle search,,Controlled drugs,51.514492,-0.131037,1677987,On or near Nightclub,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-22T23:44:00+00:00,False,False,Black,Person and Vehicle search,,Stolen goods,51.507952,-0.135988,1677228,On or near Duke Of York Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-09T22:49:00+00:00,False,False,Asian,Person and Vehicle search,,Controlled drugs,51.514141,-0.132694,1677770,On or near Royalty Mews,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-19T00:50:00+00:00,False,False,Other,Person and Vehicle search,,Controlled drugs,51.509720,-0.131794,1677855,On or near Oxendon Street,bu-community-resolution,Community resolution
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-14T14:04:00+00:00,False,False,White,Person and Vehicle search,,Controlled drugs,51.503620,-0.099119,1683024,On or near Theatre/Concert Hall,bu-arrest,Arrest
25-34,A no further action disposal,True,Asian/Asian British - Any other Asian background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-12T23:10:00+00:00,False,False,,Person and Vehicle search,,Controlled drugs,51.512379,-0.129379,1678274,On or near Parking Area,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-21T22:55:00+00:00,False,False,Black,Person search,,Evidence of offences under the Act,51.515189,-0.129653,1678192,On or near Denmark Street,bu-arrest,Arrest
10-17,Community resolution,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-25T22:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510272,-0.129192,1678129,On or near Nightclub,bu-community-resolution,Community resolution
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T22:18:00+00:00,False,False,Black,Person search,,Stolen goods,51.514246,-0.131436,1677792,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T22:57:00+00:00,False,False,Other,Person search,,Stolen goods,51.513019,-0.130592,1678021,On or near Romilly Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-10T03:08:00+00:00,False,False,Black,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Arab,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-14T22:35:00+00:00,False,False,Other,Person search,,Stolen goods,51.510952,-0.134064,1677471,On or near Great Windmill Street,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),False,2024-08-04T09:39:00+00:00,False,False,White,Person search,,Controlled drugs,51.515580,-0.134437,1677445,On or near Great Chapel Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-04T09:39:00+00:00,False,False,Black,Person search,,Controlled drugs,51.515580,-0.134437,1677445,On or near Great Chapel Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-09T15:56:00+00:00,False,False,White,Person search,,Controlled drugs,51.514970,-0.127169,1678558,On or near Shaftesbury Avenue,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-24T00:55:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510840,-0.128984,1678254,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-18T23:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.509999,-0.131797,1677852,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T03:40:00+00:00,False,False,Black,Person search,,Offensive weapons,51.511703,-0.128701,1678351,On or near Little Newport Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-09T23:45:00+00:00,False,False,Black,Person search,,Stolen goods,51.514209,-0.129665,1678096,On or near Phoenix Street,bu-arrest,Arrest
18-24,A no further action disposal,True,Asian/Asian British - Indian,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-04T03:30:00+00:00,False,False,Asian,Person search,,Stolen goods,51.510295,-0.132318,1677826,On or near Coventry Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-04T18:12:00+00:00,False,False,Black,Person search,,Stolen goods,51.501151,-0.127908,1678482,On or near Great George Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-23T00:47:00+00:00,False,False,Black,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Arab,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-02T22:50:00+00:00,False,False,Other,Person search,,Stolen goods,51.513848,-0.129593,1678270,On or near Old Compton Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-02T23:47:00+00:00,False,False,White,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-20T21:52:00+00:00,False,False,Black,Person search,,Stolen goods,51.503218,-0.103170,1682415,On or near Nelson Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-26T13:15:00+00:00,False,False,White,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-03T23:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.510840,-0.128984,1678254,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-20T13:17:00+00:00,False,False,Asian,Person search,,Stolen goods,51.502888,-0.117319,1679979,On or near Chicheley Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-25T00:50:00+00:00,False,False,White,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-10T22:16:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512764,-0.134892,1677421,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-05T14:40:00+00:00,False,False,White,Person search,,Stolen goods,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-arrest,Arrest
10-17,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T21:38:00+00:00,False,False,Other,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-arrest,Arrest
25-34,A no further action disposal,True,Other ethnic group - Arab,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-22T22:03:00+00:00,False,False,,Person search,,Stolen goods,51.512300,-0.128388,1678389,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-26T23:31:00+00:00,False,False,Black,Person search,,Stolen goods,51.511790,-0.132459,1677744,On or near A401,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-02T03:29:00+00:00,False,False,Black,Person search,,Stolen goods,51.508087,-0.124122,1678961,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-24T00:19:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516329,-0.127791,1678500,On or near Bucknall Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Asian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-17T20:59:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-02T22:27:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516037,-0.128682,1678369,On or near Earnshaw Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-23T20:30:00+00:00,False,False,White,Person search,,Stolen goods,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-24T00:01:00+00:00,False,False,Black,Person search,,Stolen goods,51.513200,-0.131248,1677992,On or near Old Compton Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-09T15:36:00+00:00,False,False,White,Person search,,Controlled drugs,51.517265,-0.125071,1678861,On or near Museum Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-02T15:15:00+00:00,False,False,Black,Person search,,Controlled drugs,51.515684,-0.135874,1677259,On or near Nightclub,bu-arrest,Arrest
,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-25T00:00:00+00:00,False,False,White,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T03:17:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512482,-0.134160,1677437,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-19T00:39:00+00:00,False,False,White,Person search,,Stolen goods,51.510729,-0.135283,1677342,On or near Denman Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-01T15:50:00+00:00,False,False,White,Person search,,Stolen goods,51.511417,-0.127539,1678551,On or near Theatre/Concert Hall,bu-arrest,Arrest
18-24,A no further action disposal,True,Asian/Asian British - Indian,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T23:15:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.507199,-0.113625,1680647,On or near Parking Area,bu-no-further-action,A no further action disposal
10-17,Community resolution,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-12T17:11:00+00:00,False,False,Black,Person search,,Stolen goods,51.509786,-0.124658,1678937,On or near Police Station,bu-community-resolution,Community resolution
18-24,Community resolution,True,Black/African/Caribbean/Black British - African,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T02:41:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-community-resolution,Community resolution
18-24,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-11T01:24:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.513804,-0.130733,1678045,On or near Greek Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-15T10:35:00+00:00,False,False,White,Person search,,Stolen goods,51.514838,-0.133545,1677519,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T13:44:00+00:00,False,False,Other,Person search,,Stolen goods,51.515070,-0.138003,1676927,On or near Shopping Area,bu-arrest,Arrest
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-12T15:50:00+00:00,False,False,Black,Person search,,Stolen goods,51.499749,-0.101643,1682744,On or near King James Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),False,2024-08-22T20:57:00+00:00,False,False,Other,Person search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
18-24,Community resolution,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-21T14:00:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510272,-0.129192,1678129,On or near Nightclub,bu-community-resolution,Community resolution
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-22T21:00:00+00:00,False,False,Other,Person search,,Controlled drugs,51.512300,-0.128388,1678389,On or near Theatre/Concert Hall,bu-arrest,Arrest
over 34,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-22T20:51:00+00:00,False,False,Asian,Person search,,Controlled drugs,51.510295,-0.132318,1677826,On or near Coventry Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-27T00:15:00+00:00,False,False,Other,Person search,,Controlled drugs,51.514704,-0.130826,1678048,On or near Manette Street,bu-arrest,Arrest
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-15T16:02:00+00:00,False,False,White,Person search,,Controlled drugs,51.516295,-0.129487,1678131,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-16T02:00:00+00:00,False,False,Other,Person search,,Stolen goods,51.508087,-0.124122,1678961,On or near Nightclub,bu-no-further-action,A no further action disposal
25-34,Caution (simple or conditional),True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-09T21:20:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511856,-0.127570,1678534,On or near Great Newport Street,bu-caution,Caution (simple or conditional)
25-34,Arrest,True,Other ethnic group - Arab,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-18T21:40:00+00:00,False,False,Other,Person search,,Stolen goods,51.513019,-0.130592,1678021,On or near Romilly Street,bu-arrest,Arrest
,Penalty Notice for Disorder,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-17T20:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-penalty-notice,Penalty Notice for Disorder
,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-18T02:56:00+00:00,False,False,Black,Person search,,Stolen goods,51.511790,-0.132459,1677744,On or near A401,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-05T01:02:00+00:00,False,False,Black,Person search,,Stolen goods,51.505458,-0.100483,1682760,On or near Farnham Place,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T15:45:00+00:00,False,False,Black,Person search,,Stolen goods,51.502207,-0.101843,1682628,On or near Pocock Street,bu-no-further-action,A no further action disposal
over 34,Caution (simple or conditional),True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-17T03:00:00+00:00,False,False,Other,Person search,,Stolen goods,51.510468,-0.130769,1678029,On or near Leicester Square,bu-caution,Caution (simple or conditional)
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T15:40:00+00:00,False,False,Black,Person search,,Offensive weapons,51.519697,-0.134917,1677336,On or near A5204,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-15T02:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-25T00:45:00+00:00,False,False,White,Person search,,Controlled drugs,51.509807,-0.131055,1678020,On or near Whitcomb Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-23T23:34:00+00:00,False,False,Black,Person search,,Controlled drugs,51.512811,-0.133325,1677641,On or near Theatre/Concert Hall,bu-arrest,Arrest
,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T03:30:00+00:00,True,False,Black,Person search,,Controlled drugs,51.510152,-0.132382,1677738,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-21T13:23:00+00:00,False,False,White,Person search,,Controlled drugs,51.509759,-0.128782,1678367,On or near Nightclub,bu-no-further-action,A no further action disposal
