age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
25-34,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-10T17:00:04+00:00,False,,White,Person search,,Stolen goods,51.513874,-0.096501,1490820,On or near New Change,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-10T17:23:13+00:00,False,,White,Person search,,Stolen goods,51.513874,-0.096501,1490820,On or near New Change,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-10T17:28:23+00:00,False,,White,Person search,,Stolen goods,51.513874,-0.096501,1490820,On or near New Change,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-10T17:54:41+00:00,False,,White,Person and Vehicle search,,Article for use in theft,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-11T00:16:38+00:00,False,,White,Person search,,Stolen goods,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-12T21:13:11+00:00,False,,Black,Person search,,Article for use in theft,51.515534,-0.107443,1490758,On or near Printer Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Asian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:08:36+00:00,False,,White,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:08:36+00:00,False,,White,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:24:18+00:00,False,,White,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:24:18+00:00,False,,,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:24:18+00:00,False,,White,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:24:18+00:00,False,,,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:28:03+00:00,False,,Other,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:28:03+00:00,False,,Asian,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:28:03+00:00,False,,Other,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T21:28:03+00:00,False,,Asian,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T22:26:38+00:00,False,,White,Person search,,Controlled drugs,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-13T22:26:38+00:00,False,,White,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-15T19:41:34+00:00,False,,White,Person search,,Article for use in theft,51.512033,-0.104980,1490764,On or near Kingscote Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-15T20:24:19+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-arrest,Arrest
over 34,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T19:25:09+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.522284,-0.125153,1678831,On or near Russell Square,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-18T02:23:15+00:00,False,,Asian,Person search,,Evidence of offences under the Act,51.510042,-0.120439,1679444,On or near Savoy Way,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-18T05:17:15+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.506707,-0.116009,1680245,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-19T06:17:42+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-arrest,Arrest
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-20T19:44:24+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.506090,-0.114593,1680316,On or near A301,bu-no-further-action,A no further action disposal
25-34,Khat or Cannabis warning,True,Mixed/Multiple ethnic groups - White and Asian,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-21T01:50:01+00:00,False,,Asian,Person search,,Controlled drugs,51.510042,-0.120439,1679444,On or near Savoy Way,bu-khat-or-cannabis-warning,Khat or Cannabis warning
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-21T14:54:23+00:00,False,,White,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-no-further-action,A no further action disposal
25-34,Khat or Cannabis warning,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-21T19:21:35+00:00,False,,Black,Person search,,Controlled drugs,51.512549,-0.095764,1490831,On or near Friday Street,bu-khat-or-cannabis-warning,Khat or Cannabis warning
25-34,Penalty Notice for Disorder,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-22T01:48:00+00:00,False,,White,Person search,,Controlled drugs,51.510559,-0.095054,1490836,On or near Queenhithe,bu-penalty-notice,Penalty Notice for Disorder
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-22T12:51:51+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.514448,-0.100888,1490793,On or near Amen Corner,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-22T21:22:10+00:00,False,,White,Person search,,Offensive weapons,51.517239,-0.106076,1490762,On or near Conference/Exhibition Centre,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-22T22:13:43+00:00,False,,White,Person and Vehicle search,,Article for use in theft,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-22T22:33:37+00:00,False,,White,Person and Vehicle search,,Stolen goods,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-23T12:47:14+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.514770,-0.101292,1490779,On or near Amen Court,bu-arrest,Arrest
over 34,A no further action disposal,True,White - Any other White background,Female,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-23T15:24:04+00:00,False,,White,Person search,,Article for use in theft,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-28T11:35:38+00:00,True,,White,Person search,,Stolen goods,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-29T16:44:06+00:00,False,,White,Person search,,Article for use in theft,51.510559,-0.095054,1490836,On or near Queenhithe,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-29T18:42:57+00:00,False,,White,Person and Vehicle search,,Controlled drugs,51.522869,-0.115068,1680401,On or near Roger Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-29T19:06:54+00:00,False,,White,Person search,,Stolen goods,51.510559,-0.095054,1490836,On or near Queenhithe,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-31T19:34:28+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-arrest,Arrest
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T16:05:00+00:00,False,,Other,Person search,,Offensive weapons,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T16:10:00+00:00,False,,White,Person search,,Anything to threaten or harm anyone,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-03T16:18:00+00:00,False,,White,Person search,,Offensive weapons,51.499131,-0.111768,2344155,Lambeth North (Lu Station),bu-arrest,Arrest
10-17,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T15:53:00+00:00,False,,White,Person search,,Offensive weapons,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-03T15:30:00+00:00,False,,White,Person search,,Anything to threaten or harm anyone,51.499131,-0.111768,2344155,Lambeth North (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-06T12:05:00+00:00,False,,Other,Person search,,Controlled drugs,51.504028,-0.109390,2348318,Waterloo (East) (Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-08T03:45:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.523001,-0.124318,2344876,Russell Square (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-10T00:21:00+00:00,False,,Black,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),True,2024-08-11T21:10:00+00:00,False,,Other,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-14T09:19:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-15T14:11:00+00:00,False,,White,Person search,,Stolen goods,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-08-15T18:11:00+00:00,False,,Black,Person search,,Stolen goods,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-17T21:40:00+00:00,False,,White,Person search,,Stolen goods,51.509609,-0.135151,2348094,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-18T14:05:00+00:00,False,,Other,Person search,,Anything to threaten or harm anyone,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Asian/Asian British - Indian,,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-23T17:20:00+00:00,False,,Asian,Person search,,Stolen goods,51.508360,-0.124803,2343173,Charing Cross (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-26T18:23:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-26T18:26:00+00:00,False,,Black,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-26T18:31:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-26T16:21:00+00:00,False,,White,Person search,,Controlled drugs,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-27T17:30:00+00:00,False,,Black,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-27T20:47:00+00:00,False,,Black,Person search,,Offensive weapons,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Any other ethnic group,,Misuse of Drugs Act 1971 (section 23),False,2024-08-28T16:30:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-29T17:20:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.508482,-0.103737,2347773,Blackfriars (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-08-30T04:18:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-30T16:30:00+00:00,False,,Black,Person search,,Offensive weapons,51.509609,-0.135151,2348094,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-30T14:55:00+00:00,False,,Black,Person search,,Controlled drugs,51.509609,-0.135151,2348094,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-31T20:30:00+00:00,False,,White,Person search,,Offensive weapons,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-10T08:35:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514472,-0.123053,1679110,On or near Arne Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-24T00:39:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510295,-0.132318,1677826,On or near Coventry Street,bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-29T21:47:00+00:00,False,False,Black,Person search,,Controlled drugs,51.509404,-0.131706,1677825,On or near Theatre/Concert Hall,bu-arrest,Arrest
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-18T02:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.514279,-0.131247,1678009,On or near Nightclub,bu-no-further-action,A no further action disposal
over 34,Arrest,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-07T13:30:00+00:00,False,False,White,Person search,,Controlled drugs,51.513310,-0.120741,1679459,On or near Theatre/Concert Hall,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-23T19:15:00+00:00,False,False,White,Person search,,Stolen goods,51.509158,-0.134930,1677370,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-10T21:50:00+00:00,False,False,White,Person search,,Controlled drugs,51.516785,-0.126532,1678562,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T16:13:00+00:00,False,False,Black,Person search,,Controlled drugs,51.516820,-0.127583,1678501,On or near Dyott Street,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-21T10:04:00+00:00,False,False,White,Person search,,Stolen goods,51.518567,-0.132282,1677789,On or near B506,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-08T23:50:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-17T21:40:00+00:00,False,False,Other,Person search,,Controlled drugs,51.511339,-0.128427,1678405,On or near Cranbourn Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-07T17:22:00+00:00,False,False,Black,Person search,,Controlled drugs,51.514519,-0.128758,1678284,On or near Stacey Street,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-15T23:14:00+00:00,False,False,Black,Person search,,Stolen goods,51.519933,-0.133899,1677494,On or near Shopping Area,bu-arrest,Arrest
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-18T04:35:00+00:00,False,False,Black,Person search,,Stolen goods,51.509044,-0.123247,1679072,On or near John Adam Street,bu-no-further-action,A no further action disposal
25-34,Community resolution,True,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-16T23:10:00+00:00,False,False,Other,Person search,,Controlled drugs,51.500978,-0.125524,1678704,On or near Bridge Street,bu-community-resolution,Community resolution
10-17,Arrest,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-11T13:00:00+00:00,False,False,Black,Person search,,Stolen goods,51.502340,-0.103379,1682123,On or near Surrey Row,bu-arrest,Arrest
25-34,Arrest,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-23T03:12:00+00:00,False,False,Other,Person search,,Stolen goods,51.513848,-0.129593,1678270,On or near Old Compton Street,bu-arrest,Arrest
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-08-07T15:10:00+00:00,False,False,Black,Person search,,Controlled drugs,51.513310,-0.120741,1679459,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-11T21:04:00+00:00,False,False,Black,Person search,,Controlled drugs,51.510468,-0.130769,1678029,On or near Leicester Square,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-07T03:25:00+00:00,False,False,Black,Person search,,Offensive weapons,51.511534,-0.130495,1678076,On or near Lisle Street,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-08-20T10:15:00+00:00,False,False,White,Person search,,Controlled drugs,51.505942,-0.124412,1678964,On or near Whitehall Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-27T03:40:00+00:00,False,False,Black,Person search,,Stolen goods,51.511475,-0.120625,1679551,On or near Burleigh Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-23T02:11:00+00:00,False,False,Black,Person search,,Stolen goods,51.512254,-0.137902,1676895,On or near Beak Street,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-08-30T03:05:00+00:00,False,False,Other,Person search,,Stolen goods,51.510900,-0.127984,1678414,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
